column,dtype,n,n_missing,pct_missing,n_unique,is_feature_candidate,is_global
gld_volume_roll_std63,float64,9283,1797,0.19357966174727997,7486,True,True
gld_low_dist_min63,float64,9283,1797,0.19357966174727997,4939,True,True
gld_high_dist_min63,float64,9283,1797,0.19357966174727997,4846,True,True
gld_low_dist_max63,float64,9283,1797,0.19357966174727997,4519,True,True
gld_low_roll_mean63,float64,9283,1797,0.19357966174727997,7473,True,True
gld_high_dist_max63,float64,9283,1797,0.19357966174727997,4565,True,True
gld_open_roll_mean63,float64,9283,1797,0.19357966174727997,7481,True,True
gld_high_roll_mean63,float64,9283,1797,0.19357966174727997,7475,True,True
gld_high_roll_std63,float64,9283,1797,0.19357966174727997,7481,True,True
gld_open_roll_std63,float64,9283,1797,0.19357966174727997,7485,True,True
gld_volume_dist_max63,float64,9283,1797,0.19357966174727997,5038,True,True
gld_volume_dist_min63,float64,9283,1797,0.19357966174727997,5024,True,True
gld_volume_roll_mean63,float64,9283,1797,0.19357966174727997,7482,True,True
gld_high_lag5,float64,9283,1788,0.19261014758160078,4176,True,True
gld_low_logret_5,float64,9283,1788,0.19261014758160078,7255,True,True
gld_open_logret_5,float64,9283,1788,0.19261014758160078,7271,True,True
gld_adj_close_logret_5,float64,9283,1788,0.19261014758160078,7274,True,True
gld_low_lag5,float64,9283,1788,0.19261014758160078,4167,True,True
gld_open_lag5,float64,9283,1788,0.19261014758160078,4186,True,True
gld_high_logret_5,float64,9283,1788,0.19261014758160078,7267,True,True
gld_close_logret_5,float64,9283,1788,0.19261014758160078,7274,True,True
gld_volume_lag5,float64,9283,1788,0.19261014758160078,5075,True,True
gld_adj_close_lag5,float64,9283,1788,0.19261014758160078,4181,True,True
gld_volume_logret_5,float64,9283,1788,0.19261014758160078,7314,True,True
gld_close_lag5,float64,9283,1788,0.19261014758160078,4181,True,True
gld_volume_dist_min21,float64,9283,1787,0.1925024237854142,4792,True,True
gld_volume_roll_std21,float64,9283,1787,0.1925024237854142,7496,True,True
gld_volume_dist_max21,float64,9283,1787,0.1925024237854142,4886,True,True
gld_close_roll_std21,float64,9283,1787,0.1925024237854142,7489,True,True
gld_high_roll_mean21,float64,9283,1787,0.1925024237854142,7471,True,True
gld_open_dist_min21,float64,9283,1787,0.1925024237854142,4659,True,True
gld_close_dist_min21,float64,9283,1787,0.1925024237854142,4709,True,True
gld_open_dist_max21,float64,9283,1787,0.1925024237854142,4264,True,True
gld_close_roll_mean21,float64,9283,1787,0.1925024237854142,7462,True,True
gld_open_roll_std21,float64,9283,1787,0.1925024237854142,7487,True,True
gld_low_dist_max21,float64,9283,1787,0.1925024237854142,4250,True,True
gld_low_dist_min21,float64,9283,1787,0.1925024237854142,4741,True,True
gld_open_roll_mean21,float64,9283,1787,0.1925024237854142,7463,True,True
gld_close_dist_max21,float64,9283,1787,0.1925024237854142,4319,True,True
gld_high_dist_max21,float64,9283,1787,0.1925024237854142,4345,True,True
gld_high_roll_std21,float64,9283,1787,0.1925024237854142,7492,True,True
gld_low_roll_std21,float64,9283,1787,0.1925024237854142,7493,True,True
gld_low_roll_mean21,float64,9283,1787,0.1925024237854142,7481,True,True
gld_high_dist_min21,float64,9283,1787,0.1925024237854142,4634,True,True
gld_adj_close_dist_max21,float64,9283,1787,0.1925024237854142,4319,True,True
gld_adj_close_dist_min21,float64,9283,1787,0.1925024237854142,4709,True,True
gld_volume_roll_mean21,float64,9283,1787,0.1925024237854142,7488,True,True
gld_adj_close_roll_mean21,float64,9283,1787,0.1925024237854142,7462,True,True
gld_adj_close_roll_std21,float64,9283,1787,0.1925024237854142,7489,True,True
gld_low_lag1,float64,9283,1784,0.19217925239685446,4171,True,True
gld_low_logret_1,float64,9283,1784,0.19217925239685446,5139,True,True
gld_low_diff_1,float64,9283,1784,0.19217925239685446,2358,True,True
gld_high_logret_1,float64,9283,1784,0.19217925239685446,5131,True,True
gld_open_diff_1,float64,9283,1784,0.19217925239685446,2434,True,True
gld_high_lag1,float64,9283,1784,0.19217925239685446,4180,True,True
gld_high_diff_1,float64,9283,1784,0.19217925239685446,2358,True,True
gld_open_lag1,float64,9283,1784,0.19217925239685446,4190,True,True
gld_adj_close_logret_1,float64,9283,1784,0.19217925239685446,5139,True,True
gld_open_logret_1,float64,9283,1784,0.19217925239685446,5138,True,True
gld_close_lag1,float64,9283,1784,0.19217925239685446,4185,True,True
gld_volume_diff_1,float64,9283,1784,0.19217925239685446,5050,True,True
gld_volume_lag1,float64,9283,1784,0.19217925239685446,5078,True,True
gld_close_diff_1,float64,9283,1784,0.19217925239685446,2440,True,True
gld_close_logret_1,float64,9283,1784,0.19217925239685446,5139,True,True
gld_volume_logret_1,float64,9283,1784,0.19217925239685446,5165,True,True
gld_adj_close_diff_1,float64,9283,1784,0.19217925239685446,2440,True,True
gld_adj_close_lag1,float64,9283,1784,0.19217925239685446,4185,True,True
gld_adj_close,float64,9283,1783,0.1920715286006679,4185,True,True
gld_low_log,float64,9283,1783,0.1920715286006679,4171,True,True
gld_high_log,float64,9283,1783,0.1920715286006679,4180,True,True
gld_open_log,float64,9283,1783,0.1920715286006679,4190,True,True
gld_adj_close_log,float64,9283,1783,0.1920715286006679,4185,True,True
gld_low,float64,9283,1783,0.1920715286006679,4171,True,True
gld_close,float64,9283,1783,0.1920715286006679,4185,True,True
gld_open,float64,9283,1783,0.1920715286006679,4190,True,True
gld_high,float64,9283,1783,0.1920715286006679,4180,True,True
gld_close_log,float64,9283,1783,0.1920715286006679,4185,True,True
gld_volume_log,float64,9283,1783,0.1920715286006679,5078,True,True
gld_volume,float64,9283,1783,0.1920715286006679,5078,True,True
hg_f_volume_dist_min126,float64,9283,1723,0.18560810082947324,4652,True,True
hg_f_volume_dist_min63,float64,9283,1458,0.15706129484003017,4831,True,True
si_f_volume_pct_21,float64,9283,1374,0.14801249596035765,3731,True,True
hg_f_volume_dist_min21,float64,9283,1067,0.11494129053107832,4824,True,True
pa_f_volume_dist_max21,float64,9283,892,0.09608962619842723,2219,True,True
gc_f_volume_pct_21,float64,9283,887,0.09555100721749435,5048,True,True
cl_f_volume_dist_min126,float64,9283,803,0.08650220833782182,5772,True,True
cl_f_volume_dist_min63,float64,9283,574,0.06183345901109555,5886,True,True
hg_f_volume_logret_21,float64,9283,448,0.04826026069158677,6181,True,True
dd_lag1_dd_score_lag63,float64,9283,429,0.0462135085640418,14,True,False
hg_f_volume_logret_5,float64,9283,419,0.045136270602176023,8302,True,True
dd_lag1_dd_score_roll_std126,float64,9283,396,0.042658623289884734,2710,True,False
dd_lag1_dd_score_roll_mean126,float64,9283,396,0.042658623289884734,1574,True,False
hg_f_volume_logret_1,float64,9283,388,0.041796832920392116,5880,True,True
dd_lag1_dd_score_chg21_for_biplot,float64,9283,387,0.04168910912420554,14,False,False
dd_lag1_dd_score_lag21,float64,9283,387,0.04168910912420554,14,True,False
dd_lag1_dd_score_roll_std63,float64,9283,380,0.04093504255089949,1306,True,False
dd_lag1_dd_score_roll_mean63,float64,9283,380,0.04093504255089949,805,True,False
cl_f_volume_dist_min21,float64,9283,379,0.04082731875471292,5552,True,True
pl_f_volume_dist_max21,float64,9283,377,0.04061187116233976,2610,True,True
dd_lag1_dd_score_lag5,float64,9283,371,0.03996552838522029,14,True,False
dd_lag1_dd_score_roll_std21,float64,9283,370,0.039857804589033714,436,True,False
dd_lag1_dd_score_roll_mean21,float64,9283,370,0.039857804589033714,269,True,False
dd_lag1_dd_score_lag1,float64,9283,367,0.039534633200473984,14,True,False
dd_lag1_dd_score_diff_1,float64,9283,367,0.039534633200473984,14,True,False
dd_lag1_dd_score,float64,9283,366,0.039426909404287405,14,True,False
hg_f_volume_pct_21,float64,9283,364,0.039211461811914254,6156,True,True
hg_f_volume_log,float64,9283,343,0.03694926209199612,1541,True,True
gc_f_volume_lag63,float64,9283,305,0.032855757836906176,1536,True,True
gc_f_adj_close_lag63,float64,9283,305,0.032855757836906176,4914,True,True
gc_f_low_lag63,float64,9283,305,0.032855757836906176,4810,True,True
hg_f_open_lag63,float64,9283,305,0.032855757836906176,3735,True,True
si_f_volume_lag63,float64,9283,305,0.032855757836906176,977,True,True
hg_f_low_lag63,float64,9283,305,0.032855757836906176,3669,True,True
hg_f_adj_close_lag63,float64,9283,305,0.032855757836906176,3962,True,True
hg_f_close_lag63,float64,9283,305,0.032855757836906176,3962,True,True
hg_f_high_lag63,float64,9283,305,0.032855757836906176,3823,True,True
si_f_close_lag63,float64,9283,305,0.032855757836906176,5246,True,True
si_f_high_lag63,float64,9283,305,0.032855757836906176,4484,True,True
si_f_open_lag63,float64,9283,305,0.032855757836906176,4305,True,True
gc_f_close_lag63,float64,9283,305,0.032855757836906176,4914,True,True
gc_f_open_lag63,float64,9283,305,0.032855757836906176,4865,True,True
gc_f_high_lag63,float64,9283,305,0.032855757836906176,4849,True,True
si_f_adj_close_lag63,float64,9283,305,0.032855757836906176,5246,True,True
si_f_low_lag63,float64,9283,305,0.032855757836906176,4499,True,True
hg_f_volume_lag63,float64,9283,305,0.032855757836906176,1531,True,True
cl_f_low_lag63,float64,9283,298,0.03210169126360013,4246,True,True
cl_f_open_lag63,float64,9283,298,0.03210169126360013,4255,True,True
cl_f_high_lag63,float64,9283,298,0.03210169126360013,4244,True,True
cl_f_adj_close_lag63,float64,9283,298,0.03210169126360013,4413,True,True
cl_f_close_lag63,float64,9283,298,0.03210169126360013,4413,True,True
cl_f_volume_lag63,float64,9283,298,0.03210169126360013,6104,True,True
cl_f_volume_logret_21,float64,9283,296,0.03188624367122697,6413,True,True
si_f_volume_dist_max21,float64,9283,279,0.030054939136055156,4374,True,True
cl_f_volume_logret_5,float64,9283,278,0.029947215339868577,8763,True,True
cl_f_volume_pct_21,float64,9283,276,0.029731767747495422,6414,True,True
gc_f_volume_roll_std126,float64,9283,272,0.02930087256274911,8682,True,True
hg_f_volume_roll_mean126,float64,9283,272,0.02930087256274911,8749,True,True
gc_f_volume_roll_mean126,float64,9283,272,0.02930087256274911,8519,True,True
gc_f_volume_dist_max126,float64,9283,272,0.02930087256274911,5009,True,True
hg_f_volume_roll_std126,float64,9283,272,0.02930087256274911,8985,True,True
si_f_close_dist_min126,float64,9283,272,0.02930087256274911,5928,True,True
si_f_close_roll_mean126,float64,9283,272,0.02930087256274911,8994,True,True
si_f_close_roll_std126,float64,9283,272,0.02930087256274911,9004,True,True
si_f_close_dist_max126,float64,9283,272,0.02930087256274911,5712,True,True
hg_f_high_dist_min126,float64,9283,272,0.02930087256274911,5590,True,True
hg_f_adj_close_dist_min126,float64,9283,272,0.02930087256274911,5705,True,True
hg_f_adj_close_dist_max126,float64,9283,272,0.02930087256274911,5507,True,True
hg_f_high_roll_mean126,float64,9283,272,0.02930087256274911,8993,True,True
hg_f_high_dist_max126,float64,9283,272,0.02930087256274911,5417,True,True
hg_f_open_dist_min126,float64,9283,272,0.02930087256274911,5618,True,True
hg_f_open_roll_mean126,float64,9283,272,0.02930087256274911,8984,True,True
hg_f_open_roll_std126,float64,9283,272,0.02930087256274911,8998,True,True
hg_f_open_dist_max126,float64,9283,272,0.02930087256274911,5398,True,True
hg_f_high_roll_std126,float64,9283,272,0.02930087256274911,9004,True,True
hg_f_low_dist_max126,float64,9283,272,0.02930087256274911,5363,True,True
hg_f_low_dist_min126,float64,9283,272,0.02930087256274911,5614,True,True
si_f_volume_roll_mean126,float64,9283,272,0.02930087256274911,8365,True,True
si_f_adj_close_roll_std126,float64,9283,272,0.02930087256274911,9004,True,True
si_f_adj_close_dist_max126,float64,9283,272,0.02930087256274911,5712,True,True
hg_f_close_dist_min126,float64,9283,272,0.02930087256274911,5705,True,True
hg_f_close_roll_mean126,float64,9283,272,0.02930087256274911,9001,True,True
hg_f_close_roll_std126,float64,9283,272,0.02930087256274911,9007,True,True
si_f_adj_close_dist_min126,float64,9283,272,0.02930087256274911,5928,True,True
si_f_adj_close_roll_mean126,float64,9283,272,0.02930087256274911,8994,True,True
si_f_volume_dist_max126,float64,9283,272,0.02930087256274911,4230,True,True
si_f_volume_roll_std126,float64,9283,272,0.02930087256274911,8622,True,True
hg_f_adj_close_roll_std126,float64,9283,272,0.02930087256274911,9007,True,True
hg_f_adj_close_roll_mean126,float64,9283,272,0.02930087256274911,9001,True,True
hg_f_low_roll_mean126,float64,9283,272,0.02930087256274911,8988,True,True
hg_f_low_roll_std126,float64,9283,272,0.02930087256274911,8997,True,True
gc_f_close_roll_mean126,float64,9283,272,0.02930087256274911,9002,True,True
hg_f_volume_dist_max126,float64,9283,272,0.02930087256274911,5788,True,True
gc_f_low_dist_min126,float64,9283,272,0.02930087256274911,5841,True,True
gc_f_low_dist_max126,float64,9283,272,0.02930087256274911,5296,True,True
gc_f_low_roll_std126,float64,9283,272,0.02930087256274911,9004,True,True
gc_f_low_roll_mean126,float64,9283,272,0.02930087256274911,8998,True,True
gc_f_adj_close_dist_min126,float64,9283,272,0.02930087256274911,5905,True,True
gc_f_adj_close_roll_mean126,float64,9283,272,0.02930087256274911,9002,True,True
gc_f_adj_close_roll_std126,float64,9283,272,0.02930087256274911,9008,True,True
gc_f_adj_close_dist_max126,float64,9283,272,0.02930087256274911,5378,True,True
gc_f_close_roll_std126,float64,9283,272,0.02930087256274911,9008,True,True
gc_f_close_dist_max126,float64,9283,272,0.02930087256274911,5378,True,True
gc_f_close_dist_min126,float64,9283,272,0.02930087256274911,5905,True,True
gc_f_open_dist_min126,float64,9283,272,0.02930087256274911,5859,True,True
gc_f_high_dist_max126,float64,9283,272,0.02930087256274911,5356,True,True
gc_f_high_roll_std126,float64,9283,272,0.02930087256274911,9006,True,True
gc_f_high_roll_mean126,float64,9283,272,0.02930087256274911,9000,True,True
gc_f_open_roll_mean126,float64,9283,272,0.02930087256274911,8998,True,True
gc_f_high_dist_min126,float64,9283,272,0.02930087256274911,5789,True,True
hg_f_close_dist_max126,float64,9283,272,0.02930087256274911,5507,True,True
gc_f_open_dist_max126,float64,9283,272,0.02930087256274911,5367,True,True
gc_f_open_roll_std126,float64,9283,272,0.02930087256274911,9005,True,True
si_f_low_dist_min126,float64,9283,272,0.02930087256274911,5819,True,True
si_f_low_roll_mean126,float64,9283,272,0.02930087256274911,9005,True,True
si_f_low_roll_std126,float64,9283,272,0.02930087256274911,9008,True,True
si_f_low_dist_max126,float64,9283,272,0.02930087256274911,5544,True,True
si_f_high_dist_max126,float64,9283,272,0.02930087256274911,5570,True,True
si_f_high_roll_std126,float64,9283,272,0.02930087256274911,9002,True,True
si_f_high_roll_mean126,float64,9283,272,0.02930087256274911,8997,True,True
si_f_high_dist_min126,float64,9283,272,0.02930087256274911,5776,True,True
si_f_open_roll_mean126,float64,9283,272,0.02930087256274911,8995,True,True
si_f_open_roll_std126,float64,9283,272,0.02930087256274911,9006,True,True
si_f_open_dist_max126,float64,9283,272,0.02930087256274911,5544,True,True
si_f_open_dist_min126,float64,9283,272,0.02930087256274911,5778,True,True
cl_f_low_dist_max126,float64,9283,265,0.028546805989443067,5539,True,True
cl_f_volume_dist_max126,float64,9283,265,0.028546805989443067,6079,True,True
cl_f_volume_roll_std126,float64,9283,265,0.028546805989443067,9014,True,True
cl_f_open_dist_max126,float64,9283,265,0.028546805989443067,5573,True,True
cl_f_open_dist_min126,float64,9283,265,0.028546805989443067,5796,True,True
cl_f_open_roll_mean126,float64,9283,265,0.028546805989443067,9014,True,True
cl_f_close_roll_std126,float64,9283,265,0.028546805989443067,9014,True,True
cl_f_volume_roll_mean126,float64,9283,265,0.028546805989443067,9014,True,True
cl_f_close_roll_mean126,float64,9283,265,0.028546805989443067,9009,True,True
cl_f_open_roll_std126,float64,9283,265,0.028546805989443067,9014,True,True
cl_f_adj_close_dist_max126,float64,9283,265,0.028546805989443067,5638,True,True
cl_f_adj_close_roll_std126,float64,9283,265,0.028546805989443067,9014,True,True
cl_f_adj_close_roll_mean126,float64,9283,265,0.028546805989443067,9009,True,True
cl_f_close_dist_min126,float64,9283,265,0.028546805989443067,5843,True,True
cl_f_close_dist_max126,float64,9283,265,0.028546805989443067,5638,True,True
cl_f_high_dist_min126,float64,9283,265,0.028546805989443067,5751,True,True
cl_f_high_dist_max126,float64,9283,265,0.028546805989443067,5536,True,True
cl_f_adj_close_dist_min126,float64,9283,265,0.028546805989443067,5843,True,True
cl_f_low_roll_std126,float64,9283,265,0.028546805989443067,9012,True,True
cl_f_low_dist_min126,float64,9283,265,0.028546805989443067,5804,True,True
cl_f_low_roll_mean126,float64,9283,265,0.028546805989443067,8999,True,True
cl_f_high_roll_std126,float64,9283,265,0.028546805989443067,9008,True,True
cl_f_high_roll_mean126,float64,9283,265,0.028546805989443067,9003,True,True
si_f_adj_close_pct_21,float64,9283,263,0.028331358397069913,6424,True,True
hg_f_open_logret_21,float64,9283,263,0.028331358397069913,6392,True,True
gc_f_adj_close_pct_21,float64,9283,263,0.028331358397069913,6417,True,True
si_f_low_logret_21,float64,9283,263,0.028331358397069913,6407,True,True
hg_f_volume_lag21,float64,9283,263,0.028331358397069913,1536,True,True
si_f_open_lag21,float64,9283,263,0.028331358397069913,4322,True,True
hg_f_open_lag21,float64,9283,263,0.028331358397069913,3760,True,True
gc_f_volume_lag21,float64,9283,263,0.028331358397069913,1549,True,True
hg_f_adj_close_pct_21,float64,9283,263,0.028331358397069913,6407,True,True
hg_f_low_logret_21,float64,9283,263,0.028331358397069913,6392,True,True
hg_f_low_pct_21,float64,9283,263,0.028331358397069913,6389,True,True
gc_f_open_lag21,float64,9283,263,0.028331358397069913,4894,True,True
si_f_volume_lag21,float64,9283,263,0.028331358397069913,982,True,True
hg_f_adj_close_logret_21,float64,9283,263,0.028331358397069913,6408,True,True
si_f_adj_close_lag21,float64,9283,263,0.028331358397069913,5268,True,True
hg_f_adj_close_lag21,float64,9283,263,0.028331358397069913,3983,True,True
si_f_open_pct_21,float64,9283,263,0.028331358397069913,6405,True,True
si_f_open_logret_21,float64,9283,263,0.028331358397069913,6406,True,True
si_f_high_logret_21,float64,9283,263,0.028331358397069913,6411,True,True
si_f_high_pct_21,float64,9283,263,0.028331358397069913,6411,True,True
si_f_close_lag21,float64,9283,263,0.028331358397069913,5268,True,True
si_f_high_lag21,float64,9283,263,0.028331358397069913,4503,True,True
si_f_close_logret_21,float64,9283,263,0.028331358397069913,6425,True,True
si_f_close_pct_21,float64,9283,263,0.028331358397069913,6424,True,True
gc_f_adj_close_lag21,float64,9283,263,0.028331358397069913,4943,True,True
gc_f_adj_close_logret_21,float64,9283,263,0.028331358397069913,6417,True,True
gc_f_close_lag21,float64,9283,263,0.028331358397069913,4943,True,True
hg_f_high_pct_21,float64,9283,263,0.028331358397069913,6384,True,True
hg_f_high_lag21,float64,9283,263,0.028331358397069913,3846,True,True
gc_f_high_logret_21,float64,9283,263,0.028331358397069913,6409,True,True
hg_f_high_logret_21,float64,9283,263,0.028331358397069913,6386,True,True
gc_f_high_pct_21,float64,9283,263,0.028331358397069913,6408,True,True
hg_f_close_lag21,float64,9283,263,0.028331358397069913,3983,True,True
hg_f_open_pct_21,float64,9283,263,0.028331358397069913,6386,True,True
gc_f_low_pct_21,float64,9283,263,0.028331358397069913,6410,True,True
hg_f_close_pct_21,float64,9283,263,0.028331358397069913,6407,True,True
gc_f_close_logret_21,float64,9283,263,0.028331358397069913,6417,True,True
si_f_adj_close_logret_21,float64,9283,263,0.028331358397069913,6425,True,True
si_f_low_lag21,float64,9283,263,0.028331358397069913,4524,True,True
si_f_low_pct_21,float64,9283,263,0.028331358397069913,6408,True,True
gc_f_open_logret_21,float64,9283,263,0.028331358397069913,6413,True,True
gc_f_open_pct_21,float64,9283,263,0.028331358397069913,6409,True,True
gc_f_low_logret_21,float64,9283,263,0.028331358397069913,6410,True,True
hg_f_low_lag21,float64,9283,263,0.028331358397069913,3690,True,True
gc_f_high_lag21,float64,9283,263,0.028331358397069913,4878,True,True
gc_f_close_pct_21,float64,9283,263,0.028331358397069913,6417,True,True
gc_f_low_lag21,float64,9283,263,0.028331358397069913,4839,True,True
hg_f_close_logret_21,float64,9283,263,0.028331358397069913,6408,True,True
cl_f_volume_logret_1,float64,9283,262,0.028223634600883334,6186,True,True
cl_f_low_logret_21,float64,9283,260,0.02800818700851018,6424,True,True
hg_f_volume_dist_max21,float64,9283,260,0.02800818700851018,5800,True,True
cl_f_adj_close_logret_21,float64,9283,258,0.027792739416137024,6426,True,True
cl_f_open_logret_21,float64,9283,258,0.027792739416137024,6423,True,True
cl_f_close_logret_21,float64,9283,258,0.027792739416137024,6426,True,True
gc_f_volume_dist_max21,float64,9283,257,0.027685015619950445,5205,True,True
gc_f_close_roll_std63,float64,9283,256,0.02757729182376387,9025,True,True
cl_f_high_pct_21,float64,9283,256,0.02757729182376387,6421,True,True
cl_f_high_logret_21,float64,9283,256,0.02757729182376387,6422,True,True
hg_f_volume_roll_std63,float64,9283,256,0.02757729182376387,8998,True,True
gc_f_close_roll_mean63,float64,9283,256,0.02757729182376387,9016,True,True
cl_f_high_lag21,float64,9283,256,0.02757729182376387,4257,True,True
gc_f_close_dist_max63,float64,9283,256,0.02757729182376387,5361,True,True
gc_f_close_dist_min63,float64,9283,256,0.02757729182376387,5861,True,True
hg_f_volume_roll_mean63,float64,9283,256,0.02757729182376387,8649,True,True
hg_f_volume_dist_max63,float64,9283,256,0.02757729182376387,5886,True,True
gc_f_volume_roll_mean63,float64,9283,256,0.02757729182376387,8435,True,True
gc_f_volume_roll_std63,float64,9283,256,0.02757729182376387,8663,True,True
gc_f_volume_dist_max63,float64,9283,256,0.02757729182376387,5146,True,True
si_f_adj_close_roll_mean63,float64,9283,256,0.02757729182376387,9021,True,True
si_f_close_dist_min63,float64,9283,256,0.02757729182376387,5850,True,True
si_f_close_dist_max63,float64,9283,256,0.02757729182376387,5590,True,True
si_f_close_roll_std63,float64,9283,256,0.02757729182376387,9025,True,True
gc_f_high_dist_min63,float64,9283,256,0.02757729182376387,5748,True,True
hg_f_high_dist_min63,float64,9283,256,0.02757729182376387,5586,True,True
hg_f_high_dist_max63,float64,9283,256,0.02757729182376387,5412,True,True
hg_f_low_dist_max63,float64,9283,256,0.02757729182376387,5332,True,True
hg_f_open_roll_mean63,float64,9283,256,0.02757729182376387,9006,True,True
hg_f_open_roll_std63,float64,9283,256,0.02757729182376387,9019,True,True
hg_f_open_dist_max63,float64,9283,256,0.02757729182376387,5382,True,True
hg_f_open_dist_min63,float64,9283,256,0.02757729182376387,5618,True,True
hg_f_low_dist_min63,float64,9283,256,0.02757729182376387,5620,True,True
gc_f_adj_close_dist_min63,float64,9283,256,0.02757729182376387,5861,True,True
gc_f_adj_close_dist_max63,float64,9283,256,0.02757729182376387,5361,True,True
gc_f_low_roll_std63,float64,9283,256,0.02757729182376387,9015,True,True
gc_f_low_dist_min63,float64,9283,256,0.02757729182376387,5823,True,True
gc_f_low_dist_max63,float64,9283,256,0.02757729182376387,5296,True,True
gc_f_open_dist_min63,float64,9283,256,0.02757729182376387,5800,True,True
gc_f_open_dist_max63,float64,9283,256,0.02757729182376387,5371,True,True
gc_f_adj_close_roll_std63,float64,9283,256,0.02757729182376387,9025,True,True
gc_f_adj_close_roll_mean63,float64,9283,256,0.02757729182376387,9016,True,True
gc_f_low_roll_mean63,float64,9283,256,0.02757729182376387,9008,True,True
cl_f_volume_lag21,float64,9283,256,0.02757729182376387,6133,True,True
cl_f_adj_close_pct_21,float64,9283,256,0.02757729182376387,6428,True,True
si_f_low_dist_min63,float64,9283,256,0.02757729182376387,5771,True,True
si_f_low_dist_max63,float64,9283,256,0.02757729182376387,5466,True,True
cl_f_adj_close_lag21,float64,9283,256,0.02757729182376387,4428,True,True
si_f_close_roll_mean63,float64,9283,256,0.02757729182376387,9021,True,True
si_f_low_roll_std63,float64,9283,256,0.02757729182376387,9024,True,True
si_f_adj_close_roll_std63,float64,9283,256,0.02757729182376387,9025,True,True
cl_f_open_pct_21,float64,9283,256,0.02757729182376387,6425,True,True
gc_f_open_roll_mean63,float64,9283,256,0.02757729182376387,9008,True,True
gc_f_high_roll_std63,float64,9283,256,0.02757729182376387,9017,True,True
gc_f_high_dist_max63,float64,9283,256,0.02757729182376387,5345,True,True
gc_f_open_roll_std63,float64,9283,256,0.02757729182376387,9019,True,True
hg_f_close_dist_min63,float64,9283,256,0.02757729182376387,5702,True,True
hg_f_close_dist_max63,float64,9283,256,0.02757729182376387,5499,True,True
hg_f_close_roll_std63,float64,9283,256,0.02757729182376387,9012,True,True
hg_f_close_roll_mean63,float64,9283,256,0.02757729182376387,8999,True,True
hg_f_low_roll_mean63,float64,9283,256,0.02757729182376387,8989,True,True
hg_f_low_roll_std63,float64,9283,256,0.02757729182376387,9009,True,True
cl_f_open_lag21,float64,9283,256,0.02757729182376387,4264,True,True
hg_f_high_roll_mean63,float64,9283,256,0.02757729182376387,8995,True,True
hg_f_adj_close_roll_std63,float64,9283,256,0.02757729182376387,9012,True,True
hg_f_adj_close_dist_min63,float64,9283,256,0.02757729182376387,5702,True,True
hg_f_adj_close_dist_max63,float64,9283,256,0.02757729182376387,5499,True,True
si_f_volume_roll_mean63,float64,9283,256,0.02757729182376387,8190,True,True
si_f_volume_roll_std63,float64,9283,256,0.02757729182376387,8583,True,True
si_f_volume_dist_max63,float64,9283,256,0.02757729182376387,4517,True,True
hg_f_high_roll_std63,float64,9283,256,0.02757729182376387,9011,True,True
hg_f_adj_close_roll_mean63,float64,9283,256,0.02757729182376387,8999,True,True
gc_f_high_roll_mean63,float64,9283,256,0.02757729182376387,9001,True,True
cl_f_low_pct_21,float64,9283,256,0.02757729182376387,6427,True,True
cl_f_low_lag21,float64,9283,256,0.02757729182376387,4256,True,True
si_f_open_roll_std63,float64,9283,256,0.02757729182376387,9020,True,True
si_f_adj_close_dist_min63,float64,9283,256,0.02757729182376387,5850,True,True
si_f_adj_close_dist_max63,float64,9283,256,0.02757729182376387,5590,True,True
si_f_open_roll_mean63,float64,9283,256,0.02757729182376387,9001,True,True
cl_f_close_pct_21,float64,9283,256,0.02757729182376387,6428,True,True
cl_f_close_lag21,float64,9283,256,0.02757729182376387,4428,True,True
si_f_low_roll_mean63,float64,9283,256,0.02757729182376387,9021,True,True
si_f_open_dist_max63,float64,9283,256,0.02757729182376387,5502,True,True
si_f_open_dist_min63,float64,9283,256,0.02757729182376387,5712,True,True
si_f_high_roll_std63,float64,9283,256,0.02757729182376387,9014,True,True
si_f_high_roll_mean63,float64,9283,256,0.02757729182376387,9003,True,True
si_f_high_dist_min63,float64,9283,256,0.02757729182376387,5705,True,True
si_f_high_dist_max63,float64,9283,256,0.02757729182376387,5500,True,True
cl_f_volume_log,float64,9283,255,0.02746956802757729,6146,True,True
cl_f_low_roll_std63,float64,9283,249,0.026823225250457827,9029,True,True
cl_f_low_dist_max63,float64,9283,249,0.026823225250457827,5417,True,True
cl_f_low_dist_min63,float64,9283,249,0.026823225250457827,5766,True,True
cl_f_open_roll_mean63,float64,9283,249,0.026823225250457827,9016,True,True
cl_f_open_roll_std63,float64,9283,249,0.026823225250457827,9027,True,True
cl_f_close_roll_mean63,float64,9283,249,0.026823225250457827,9021,True,True
cl_f_volume_roll_std63,float64,9283,249,0.026823225250457827,9034,True,True
cl_f_adj_close_dist_max63,float64,9283,249,0.026823225250457827,5540,True,True
cl_f_volume_dist_max63,float64,9283,249,0.026823225250457827,6022,True,True
cl_f_adj_close_dist_min63,float64,9283,249,0.026823225250457827,5785,True,True
cl_f_open_dist_max63,float64,9283,249,0.026823225250457827,5509,True,True
cl_f_high_roll_std63,float64,9283,249,0.026823225250457827,9031,True,True
cl_f_high_dist_max63,float64,9283,249,0.026823225250457827,5442,True,True
cl_f_high_dist_min63,float64,9283,249,0.026823225250457827,5695,True,True
cl_f_close_dist_max63,float64,9283,249,0.026823225250457827,5540,True,True
