column,dtype,n,n_missing,pct_missing,n_unique,is_feature_candidate,is_global
cl_f_close_dist_min63,float64,9283,249,0.026823225250457827,5785,True,True
cl_f_close_roll_std63,float64,9283,249,0.026823225250457827,9029,True,True
cl_f_low_roll_mean63,float64,9283,249,0.026823225250457827,9018,True,True
cl_f_adj_close_roll_std63,float64,9283,249,0.026823225250457827,9029,True,True
cl_f_open_dist_min63,float64,9283,249,0.026823225250457827,5744,True,True
cl_f_adj_close_roll_mean63,float64,9283,249,0.026823225250457827,9021,True,True
cl_f_volume_roll_mean63,float64,9283,249,0.026823225250457827,9033,True,True
cl_f_high_roll_mean63,float64,9283,249,0.026823225250457827,9023,True,True
gc_f_low_lag5,float64,9283,247,0.02660777765808467,4849,True,True
hg_f_volume_lag5,float64,9283,247,0.02660777765808467,1541,True,True
hg_f_open_logret_5,float64,9283,247,0.02660777765808467,8634,True,True
gc_f_high_lag5,float64,9283,247,0.02660777765808467,4887,True,True
hg_f_high_lag5,float64,9283,247,0.02660777765808467,3851,True,True
gc_f_close_lag5,float64,9283,247,0.02660777765808467,4953,True,True
hg_f_close_lag5,float64,9283,247,0.02660777765808467,3991,True,True
gc_f_high_logret_5,float64,9283,247,0.02660777765808467,8664,True,True
gc_f_low_logret_5,float64,9283,247,0.02660777765808467,8653,True,True
gc_f_adj_close_lag5,float64,9283,247,0.02660777765808467,4953,True,True
gc_f_adj_close_logret_5,float64,9283,247,0.02660777765808467,8694,True,True
gc_f_close_logret_5,float64,9283,247,0.02660777765808467,8694,True,True
hg_f_high_logret_5,float64,9283,247,0.02660777765808467,8618,True,True
si_f_low_logret_5,float64,9283,247,0.02660777765808467,8663,True,True
si_f_open_logret_5,float64,9283,247,0.02660777765808467,8668,True,True
si_f_close_logret_5,float64,9283,247,0.02660777765808467,8758,True,True
hg_f_low_lag5,float64,9283,247,0.02660777765808467,3698,True,True
hg_f_low_logret_5,float64,9283,247,0.02660777765808467,8590,True,True
gc_f_open_lag5,float64,9283,247,0.02660777765808467,4904,True,True
hg_f_adj_close_lag5,float64,9283,247,0.02660777765808467,3991,True,True
si_f_volume_lag5,float64,9283,247,0.02660777765808467,982,True,True
si_f_adj_close_logret_5,float64,9283,247,0.02660777765808467,8758,True,True
si_f_adj_close_lag5,float64,9283,247,0.02660777765808467,5277,True,True
si_f_low_lag5,float64,9283,247,0.02660777765808467,4531,True,True
si_f_open_lag5,float64,9283,247,0.02660777765808467,4331,True,True
hg_f_open_lag5,float64,9283,247,0.02660777765808467,3764,True,True
gc_f_volume_lag5,float64,9283,247,0.02660777765808467,1553,True,True
gc_f_open_logret_5,float64,9283,247,0.02660777765808467,8660,True,True
si_f_high_logret_5,float64,9283,247,0.02660777765808467,8672,True,True
hg_f_adj_close_logret_5,float64,9283,247,0.02660777765808467,8689,True,True
hg_f_close_logret_5,float64,9283,247,0.02660777765808467,8689,True,True
si_f_close_lag5,float64,9283,247,0.02660777765808467,5277,True,True
si_f_high_lag5,float64,9283,247,0.02660777765808467,4509,True,True
hg_f_low_roll_std21,float64,9283,246,0.026500053861898094,9015,True,True
gc_f_open_dist_min21,float64,9283,246,0.026500053861898094,5611,True,True
si_f_volume_roll_std21,float64,9283,246,0.026500053861898094,8671,True,True
si_f_close_dist_min21,float64,9283,246,0.026500053861898094,5596,True,True
gc_f_open_dist_max21,float64,9283,246,0.026500053861898094,5092,True,True
gc_f_open_roll_std21,float64,9283,246,0.026500053861898094,9030,True,True
hg_f_close_roll_mean21,float64,9283,246,0.026500053861898094,8966,True,True
hg_f_low_dist_max21,float64,9283,246,0.026500053861898094,5131,True,True
hg_f_low_roll_mean21,float64,9283,246,0.026500053861898094,8955,True,True
hg_f_low_dist_min21,float64,9283,246,0.026500053861898094,5408,True,True
hg_f_adj_close_roll_std21,float64,9283,246,0.026500053861898094,9025,True,True
gc_f_open_roll_mean21,float64,9283,246,0.026500053861898094,8999,True,True
hg_f_close_dist_max21,float64,9283,246,0.026500053861898094,5300,True,True
hg_f_close_dist_min21,float64,9283,246,0.026500053861898094,5493,True,True
hg_f_close_roll_std21,float64,9283,246,0.026500053861898094,9025,True,True
si_f_open_dist_max21,float64,9283,246,0.026500053861898094,5251,True,True
si_f_open_dist_min21,float64,9283,246,0.026500053861898094,5495,True,True
hg_f_adj_close_dist_max21,float64,9283,246,0.026500053861898094,5300,True,True
si_f_volume_roll_mean21,float64,9283,246,0.026500053861898094,5868,True,True
si_f_adj_close_roll_mean21,float64,9283,246,0.026500053861898094,9019,True,True
si_f_close_roll_std21,float64,9283,246,0.026500053861898094,9030,True,True
si_f_close_dist_max21,float64,9283,246,0.026500053861898094,5280,True,True
si_f_close_roll_mean21,float64,9283,246,0.026500053861898094,9019,True,True
si_f_low_dist_max21,float64,9283,246,0.026500053861898094,5167,True,True
si_f_low_dist_min21,float64,9283,246,0.026500053861898094,5549,True,True
hg_f_adj_close_dist_min21,float64,9283,246,0.026500053861898094,5493,True,True
gc_f_volume_roll_std21,float64,9283,246,0.026500053861898094,8862,True,True
si_f_high_roll_std21,float64,9283,246,0.026500053861898094,9023,True,True
si_f_open_roll_std21,float64,9283,246,0.026500053861898094,9021,True,True
si_f_open_roll_mean21,float64,9283,246,0.026500053861898094,8996,True,True
si_f_high_dist_max21,float64,9283,246,0.026500053861898094,5218,True,True
si_f_high_dist_min21,float64,9283,246,0.026500053861898094,5474,True,True
hg_f_volume_roll_std21,float64,9283,246,0.026500053861898094,9008,True,True
hg_f_volume_roll_mean21,float64,9283,246,0.026500053861898094,7656,True,True
gc_f_volume_roll_mean21,float64,9283,246,0.026500053861898094,7626,True,True
si_f_high_roll_mean21,float64,9283,246,0.026500053861898094,9000,True,True
hg_f_open_roll_std21,float64,9283,246,0.026500053861898094,9017,True,True
si_f_adj_close_dist_max21,float64,9283,246,0.026500053861898094,5280,True,True
hg_f_high_dist_max21,float64,9283,246,0.026500053861898094,5195,True,True
hg_f_high_dist_min21,float64,9283,246,0.026500053861898094,5359,True,True
hg_f_high_roll_std21,float64,9283,246,0.026500053861898094,9002,True,True
gc_f_high_dist_min21,float64,9283,246,0.026500053861898094,5523,True,True
hg_f_open_dist_min21,float64,9283,246,0.026500053861898094,5424,True,True
gc_f_low_dist_max21,float64,9283,246,0.026500053861898094,5013,True,True
gc_f_adj_close_dist_max21,float64,9283,246,0.026500053861898094,5092,True,True
gc_f_adj_close_roll_mean21,float64,9283,246,0.026500053861898094,8999,True,True
gc_f_adj_close_dist_min21,float64,9283,246,0.026500053861898094,5645,True,True
gc_f_adj_close_roll_std21,float64,9283,246,0.026500053861898094,9029,True,True
gc_f_low_dist_min21,float64,9283,246,0.026500053861898094,5628,True,True
gc_f_low_roll_std21,float64,9283,246,0.026500053861898094,9025,True,True
gc_f_close_roll_mean21,float64,9283,246,0.026500053861898094,8999,True,True
gc_f_close_dist_max21,float64,9283,246,0.026500053861898094,5092,True,True
gc_f_low_roll_mean21,float64,9283,246,0.026500053861898094,9000,True,True
gc_f_close_dist_min21,float64,9283,246,0.026500053861898094,5645,True,True
hg_f_open_dist_max21,float64,9283,246,0.026500053861898094,5182,True,True
gc_f_high_dist_max21,float64,9283,246,0.026500053861898094,5079,True,True
gc_f_high_roll_std21,float64,9283,246,0.026500053861898094,9020,True,True
gc_f_high_roll_mean21,float64,9283,246,0.026500053861898094,8996,True,True
gc_f_close_roll_std21,float64,9283,246,0.026500053861898094,9029,True,True
si_f_adj_close_dist_min21,float64,9283,246,0.026500053861898094,5596,True,True
si_f_low_roll_mean21,float64,9283,246,0.026500053861898094,9017,True,True
hg_f_high_roll_mean21,float64,9283,246,0.026500053861898094,8950,True,True
si_f_adj_close_roll_std21,float64,9283,246,0.026500053861898094,9030,True,True
hg_f_adj_close_roll_mean21,float64,9283,246,0.026500053861898094,8966,True,True
hg_f_open_roll_mean21,float64,9283,246,0.026500053861898094,8960,True,True
si_f_low_roll_std21,float64,9283,246,0.026500053861898094,9027,True,True
cl_f_low_logret_5,float64,9283,244,0.02628460626952494,8725,True,True
si_f_close_diff_1,float64,9283,243,0.02617688247333836,3666,True,True
si_f_high_logret_1,float64,9283,243,0.02617688247333836,6120,True,True
si_f_high_diff_1,float64,9283,243,0.02617688247333836,3108,True,True
si_f_high_lag1,float64,9283,243,0.02617688247333836,4513,True,True
gc_f_low_lag1,float64,9283,243,0.02617688247333836,4853,True,True
gc_f_close_logret_1,float64,9283,243,0.02617688247333836,6148,True,True
gc_f_open_logret_1,float64,9283,243,0.02617688247333836,6115,True,True
hg_f_adj_close_logret_1,float64,9283,243,0.02617688247333836,6128,True,True
si_f_open_logret_1,float64,9283,243,0.02617688247333836,6121,True,True
si_f_open_diff_1,float64,9283,243,0.02617688247333836,2939,True,True
si_f_open_lag1,float64,9283,243,0.02617688247333836,4335,True,True
si_f_volume_lag1,float64,9283,243,0.02617688247333836,984,True,True
si_f_volume_diff_1,float64,9283,243,0.02617688247333836,1268,True,True
hg_f_adj_close_lag1,float64,9283,243,0.02617688247333836,3995,True,True
hg_f_volume_diff_1,float64,9283,243,0.02617688247333836,1696,True,True
hg_f_low_diff_1,float64,9283,243,0.02617688247333836,2081,True,True
hg_f_low_logret_1,float64,9283,243,0.02617688247333836,6068,True,True
gc_f_open_lag1,float64,9283,243,0.02617688247333836,4908,True,True
si_f_close_lag1,float64,9283,243,0.02617688247333836,5281,True,True
si_f_close_logret_1,float64,9283,243,0.02617688247333836,6183,True,True
hg_f_low_lag1,float64,9283,243,0.02617688247333836,3701,True,True
hg_f_adj_close_diff_1,float64,9283,243,0.02617688247333836,2201,True,True
gc_f_open_diff_1,float64,9283,243,0.02617688247333836,1898,True,True
hg_f_volume_lag1,float64,9283,243,0.02617688247333836,1542,True,True
si_f_low_lag1,float64,9283,243,0.02617688247333836,4535,True,True
si_f_adj_close_lag1,float64,9283,243,0.02617688247333836,5281,True,True
hg_f_open_lag1,float64,9283,243,0.02617688247333836,3768,True,True
si_f_low_logret_1,float64,9283,243,0.02617688247333836,6121,True,True
gc_f_volume_lag1,float64,9283,243,0.02617688247333836,1556,True,True
si_f_adj_close_diff_1,float64,9283,243,0.02617688247333836,3666,True,True
si_f_low_diff_1,float64,9283,243,0.02617688247333836,3165,True,True
si_f_adj_close_logret_1,float64,9283,243,0.02617688247333836,6183,True,True
hg_f_open_logret_1,float64,9283,243,0.02617688247333836,6100,True,True
gc_f_adj_close_logret_1,float64,9283,243,0.02617688247333836,6148,True,True
hg_f_close_lag1,float64,9283,243,0.02617688247333836,3995,True,True
gc_f_volume_diff_1,float64,9283,243,0.02617688247333836,1938,True,True
gc_f_low_diff_1,float64,9283,243,0.02617688247333836,1799,True,True
gc_f_adj_close_lag1,float64,9283,243,0.02617688247333836,4957,True,True
gc_f_adj_close_diff_1,float64,9283,243,0.02617688247333836,2001,True,True
gc_f_close_lag1,float64,9283,243,0.02617688247333836,4957,True,True
hg_f_high_lag1,float64,9283,243,0.02617688247333836,3855,True,True
gc_f_low_logret_1,float64,9283,243,0.02617688247333836,6099,True,True
gc_f_high_diff_1,float64,9283,243,0.02617688247333836,1845,True,True
gc_f_high_lag1,float64,9283,243,0.02617688247333836,4891,True,True
hg_f_high_diff_1,float64,9283,243,0.02617688247333836,2037,True,True
hg_f_open_diff_1,float64,9283,243,0.02617688247333836,2129,True,True
hg_f_high_logret_1,float64,9283,243,0.02617688247333836,6085,True,True
gc_f_high_logret_1,float64,9283,243,0.02617688247333836,6109,True,True
hg_f_close_diff_1,float64,9283,243,0.02617688247333836,2201,True,True
hg_f_close_logret_1,float64,9283,243,0.02617688247333836,6128,True,True
gc_f_close_diff_1,float64,9283,243,0.02617688247333836,2001,True,True
si_f_close_log,float64,9283,242,0.026069158677151785,5281,True,True
si_f_high_log,float64,9283,242,0.026069158677151785,4513,True,True
cl_f_close_logret_5,float64,9283,242,0.026069158677151785,8751,True,True
gc_f_close,float64,9283,242,0.026069158677151785,4957,True,True
gc_f_low_log,float64,9283,242,0.026069158677151785,4853,True,True
gc_f_open_log,float64,9283,242,0.026069158677151785,4908,True,True
cl_f_open_logret_5,float64,9283,242,0.026069158677151785,8734,True,True
hg_f_low_log,float64,9283,242,0.026069158677151785,3701,True,True
gc_f_open,float64,9283,242,0.026069158677151785,4908,True,True
gc_f_high,float64,9283,242,0.026069158677151785,4891,True,True
gc_f_low,float64,9283,242,0.026069158677151785,4853,True,True
hg_f_adj_close_log,float64,9283,242,0.026069158677151785,3995,True,True
si_f_open_log,float64,9283,242,0.026069158677151785,4335,True,True
hg_f_low,float64,9283,242,0.026069158677151785,3701,True,True
hg_f_close,float64,9283,242,0.026069158677151785,3995,True,True
gc_f_high_log,float64,9283,242,0.026069158677151785,4891,True,True
hg_f_close_log,float64,9283,242,0.026069158677151785,3995,True,True
hg_f_high_log,float64,9283,242,0.026069158677151785,3855,True,True
gc_f_adj_close_log,float64,9283,242,0.026069158677151785,4957,True,True
gc_f_close_log,float64,9283,242,0.026069158677151785,4957,True,True
gc_f_volume,float64,9283,242,0.026069158677151785,1556,True,True
gc_f_adj_close,float64,9283,242,0.026069158677151785,4957,True,True
hg_f_high,float64,9283,242,0.026069158677151785,3855,True,True
hg_f_open,float64,9283,242,0.026069158677151785,3768,True,True
hg_f_volume,float64,9283,242,0.026069158677151785,1542,True,True
hg_f_adj_close,float64,9283,242,0.026069158677151785,3995,True,True
cl_f_adj_close_logret_5,float64,9283,242,0.026069158677151785,8751,True,True
si_f_adj_close_log,float64,9283,242,0.026069158677151785,5281,True,True
hg_f_open_log,float64,9283,242,0.026069158677151785,3768,True,True
si_f_volume,float64,9283,242,0.026069158677151785,984,True,True
si_f_adj_close,float64,9283,242,0.026069158677151785,5281,True,True
si_f_close,float64,9283,242,0.026069158677151785,5281,True,True
si_f_high,float64,9283,242,0.026069158677151785,4513,True,True
si_f_low,float64,9283,242,0.026069158677151785,4535,True,True
si_f_open,float64,9283,242,0.026069158677151785,4335,True,True
si_f_low_log,float64,9283,242,0.026069158677151785,4535,True,True
cl_f_high_lag5,float64,9283,240,0.025853711084778627,4262,True,True
cl_f_close_lag5,float64,9283,240,0.025853711084778627,4433,True,True
cl_f_volume_lag5,float64,9283,240,0.025853711084778627,6143,True,True
cl_f_open_lag5,float64,9283,240,0.025853711084778627,4269,True,True
cl_f_adj_close_lag5,float64,9283,240,0.025853711084778627,4433,True,True
cl_f_high_logret_5,float64,9283,240,0.025853711084778627,8729,True,True
cl_f_low_lag5,float64,9283,240,0.025853711084778627,4259,True,True
cl_f_low_roll_mean21,float64,9283,239,0.02574598728859205,8993,True,True
cl_f_high_dist_max21,float64,9283,239,0.02574598728859205,5143,True,True
cl_f_high_roll_mean21,float64,9283,239,0.02574598728859205,8995,True,True
cl_f_adj_close_roll_mean21,float64,9283,239,0.02574598728859205,9000,True,True
cl_f_adj_close_dist_max21,float64,9283,239,0.02574598728859205,5252,True,True
cl_f_close_roll_mean21,float64,9283,239,0.02574598728859205,9000,True,True
cl_f_low_dist_min21,float64,9283,239,0.02574598728859205,5504,True,True
cl_f_high_dist_min21,float64,9283,239,0.02574598728859205,5461,True,True
cl_f_volume_dist_max21,float64,9283,239,0.02574598728859205,5754,True,True
cl_f_open_dist_min21,float64,9283,239,0.02574598728859205,5527,True,True
cl_f_adj_close_roll_std21,float64,9283,239,0.02574598728859205,9034,True,True
cl_f_volume_roll_mean21,float64,9283,239,0.02574598728859205,9041,True,True
cl_f_volume_roll_std21,float64,9283,239,0.02574598728859205,9044,True,True
cl_f_open_dist_max21,float64,9283,239,0.02574598728859205,5192,True,True
cl_f_open_roll_std21,float64,9283,239,0.02574598728859205,9035,True,True
cl_f_open_roll_mean21,float64,9283,239,0.02574598728859205,8998,True,True
cl_f_adj_close_dist_min21,float64,9283,239,0.02574598728859205,5556,True,True
cl_f_close_dist_min21,float64,9283,239,0.02574598728859205,5556,True,True
cl_f_close_roll_std21,float64,9283,239,0.02574598728859205,9034,True,True
cl_f_high_roll_std21,float64,9283,239,0.02574598728859205,9036,True,True
cl_f_low_logret_1,float64,9283,239,0.02574598728859205,6163,True,True
cl_f_low_roll_std21,float64,9283,239,0.02574598728859205,9037,True,True
cl_f_close_dist_max21,float64,9283,239,0.02574598728859205,5252,True,True
cl_f_low_dist_max21,float64,9283,239,0.02574598728859205,5104,True,True
cl_f_adj_close_logret_1,float64,9283,238,0.025638263492405472,6184,True,True
cl_f_close_logret_1,float64,9283,238,0.025638263492405472,6184,True,True
cl_f_open_logret_1,float64,9283,238,0.025638263492405472,6173,True,True
cl_f_low_log,float64,9283,237,0.025530539696218896,4259,True,True
cl_f_close_log,float64,9283,236,0.025422815900032317,4434,True,True
cl_f_low_lag1,float64,9283,236,0.025422815900032317,4261,True,True
cl_f_high_lag1,float64,9283,236,0.025422815900032317,4263,True,True
cl_f_volume_lag1,float64,9283,236,0.025422815900032317,6147,True,True
cl_f_open_log,float64,9283,236,0.025422815900032317,4270,True,True
cl_f_adj_close_diff_1,float64,9283,236,0.025422815900032317,2697,True,True
cl_f_adj_close_lag1,float64,9283,236,0.025422815900032317,4435,True,True
cl_f_volume_diff_1,float64,9283,236,0.025422815900032317,6117,True,True
cl_f_adj_close_log,float64,9283,236,0.025422815900032317,4434,True,True
cl_f_open_lag1,float64,9283,236,0.025422815900032317,4271,True,True
cl_f_open_diff_1,float64,9283,236,0.025422815900032317,2566,True,True
cl_f_high_diff_1,float64,9283,236,0.025422815900032317,2447,True,True
cl_f_high_logret_1,float64,9283,236,0.025422815900032317,6172,True,True
cl_f_close_diff_1,float64,9283,236,0.025422815900032317,2697,True,True
cl_f_close_lag1,float64,9283,236,0.025422815900032317,4435,True,True
cl_f_low_diff_1,float64,9283,236,0.025422815900032317,2439,True,True
cl_f_close,float64,9283,235,0.02531509210384574,4435,True,True
cl_f_open,float64,9283,235,0.02531509210384574,4271,True,True
cl_f_high,float64,9283,235,0.02531509210384574,4263,True,True
cl_f_low,float64,9283,235,0.02531509210384574,4261,True,True
cl_f_high_log,float64,9283,235,0.02531509210384574,4263,True,True
cl_f_adj_close,float64,9283,235,0.02531509210384574,4435,True,True
cl_f_volume,float64,9283,235,0.02531509210384574,6147,True,True
pl_f_open_lag63,float64,9283,66,0.007109770548314123,3847,True,True
pl_f_high_lag63,float64,9283,66,0.007109770548314123,3837,True,True
pa_f_high_lag63,float64,9283,66,0.007109770548314123,4641,True,True
pl_f_low_lag63,float64,9283,66,0.007109770548314123,3851,True,True
pa_f_open_lag63,float64,9283,66,0.007109770548314123,4616,True,True
pa_f_volume_lag63,float64,9283,66,0.007109770548314123,813,True,True
pa_f_low_lag63,float64,9283,66,0.007109770548314123,4634,True,True
pl_f_adj_close_lag63,float64,9283,66,0.007109770548314123,4224,True,True
pa_f_adj_close_lag63,float64,9283,66,0.007109770548314123,5027,True,True
pl_f_volume_lag63,float64,9283,66,0.007109770548314123,1078,True,True
pl_f_close_lag63,float64,9283,66,0.007109770548314123,4224,True,True
pa_f_close_lag63,float64,9283,66,0.007109770548314123,5027,True,True
irx_close_lag63,float64,9283,65,0.007002046752127545,1740,True,True
irx_volume_lag63,float64,9283,65,0.007002046752127545,13,True,True
irx_low_lag63,float64,9283,65,0.007002046752127545,1715,True,True
dx_y_nyb_close_lag63,float64,9283,65,0.007002046752127545,3216,True,True
vix_high_lag63,float64,9283,65,0.007002046752127545,2394,True,True
spy_open_lag63,float64,9283,65,0.007002046752127545,5517,True,True
dx_y_nyb_low_lag63,float64,9283,65,0.007002046752127545,3172,True,True
qqq_high_lag63,float64,9283,65,0.007002046752127545,5150,True,True
tnx_close_lag63,float64,9283,65,0.007002046752127545,3364,True,True
qqq_open_lag63,float64,9283,65,0.007002046752127545,5176,True,True
vix_adj_close_lag63,float64,9283,65,0.007002046752127545,2329,True,True
tnx_low_lag63,float64,9283,65,0.007002046752127545,3336,True,True
vix_volume_lag63,float64,9283,65,0.007002046752127545,1,True,True
dx_y_nyb_open_lag63,float64,9283,65,0.007002046752127545,3224,True,True
spy_high_lag63,float64,9283,65,0.007002046752127545,5484,True,True
spy_low_lag63,float64,9283,65,0.007002046752127545,5478,True,True
qqq_volume_lag63,float64,9283,65,0.007002046752127545,6333,True,True
tnx_open_lag63,float64,9283,65,0.007002046752127545,3366,True,True
tnx_high_lag63,float64,9283,65,0.007002046752127545,3337,True,True
irx_adj_close_lag63,float64,9283,65,0.007002046752127545,1740,True,True
spy_volume_lag63,float64,9283,65,0.007002046752127545,6339,True,True
dx_y_nyb_adj_close_lag63,float64,9283,65,0.007002046752127545,3216,True,True
dx_y_nyb_volume_lag63,float64,9283,65,0.007002046752127545,3,True,True
spy_adj_close_lag63,float64,9283,65,0.007002046752127545,6183,True,True
irx_high_lag63,float64,9283,65,0.007002046752127545,1734,True,True
qqq_close_lag63,float64,9283,65,0.007002046752127545,5166,True,True
vix_open_lag63,float64,9283,65,0.007002046752127545,2324,True,True
vix_close_lag63,float64,9283,65,0.007002046752127545,2329,True,True
qqq_adj_close_lag63,float64,9283,65,0.007002046752127545,5951,True,True
tnx_volume_lag63,float64,9283,65,0.007002046752127545,12,True,True
tnx_adj_close_lag63,float64,9283,65,0.007002046752127545,3364,True,True
dx_y_nyb_high_lag63,float64,9283,65,0.007002046752127545,3242,True,True
vix_low_lag63,float64,9283,65,0.007002046752127545,2231,True,True
irx_open_lag63,float64,9283,65,0.007002046752127545,1736,True,True
qqq_low_lag63,float64,9283,65,0.007002046752127545,5169,True,True
spy_close_lag63,float64,9283,65,0.007002046752127545,5521,True,True
dtf_lag63,float64,9283,63,0.006786599159754389,659,True,False
trm_lag63,float64,9283,63,0.006786599159754389,5891,True,False
inflacion_sin_alimentos_lag63,float64,9283,63,0.006786599159754389,255,True,False
precio_oro_lag63,float64,9283,63,0.006786599159754389,302,True,False
precio_brent_lag63,float64,9283,63,0.006786599159754389,4588,True,False
bancolombia_price_usd_lag63,float64,9283,63,0.006786599159754389,5367,True,False
demanda_energetica_lag63,float64,9283,63,0.006786599159754389,9220,True,False
tipm_lag63,float64,9283,63,0.006786599159754389,45,True,False
precio_bolsa_nacional_energetica_lag63,float64,9283,63,0.006786599159754389,9211,True,False
precio_cafe_centusd_lag63,float64,9283,63,0.006786599159754389,303,True,False
tipm_change_30_chg21_for_biplot,float64,9283,51,0.0054939136055154585,13,False,False
irx_low_logret_21,float64,9283,49,0.005278466013142303,5015,True,True
irx_open_logret_21,float64,9283,47,0.005063018420769148,5029,True,True
irx_adj_close_logret_21,float64,9283,45,0.004847570828395992,4987,True,True
irx_close_logret_21,float64,9283,45,0.004847570828395992,4987,True,True
irx_high_logret_21,float64,9283,41,0.004416675643649682,5056,True,True
pl_f_open_roll_mean126,float64,9283,33,0.0035548852741570615,9233,True,True
pl_f_open_dist_max126,float64,9283,33,0.0035548852741570615,5001,True,True
pl_f_adj_close_roll_std126,float64,9283,33,0.0035548852741570615,9245,True,True
pl_f_close_dist_max126,float64,9283,33,0.0035548852741570615,5222,True,True
pl_f_open_roll_std126,float64,9283,33,0.0035548852741570615,9238,True,True
pl_f_volume_roll_std126,float64,9283,33,0.0035548852741570615,8299,True,True
pl_f_close_roll_std126,float64,9283,33,0.0035548852741570615,9245,True,True
pl_f_volume_roll_mean126,float64,9283,33,0.0035548852741570615,7828,True,True
pl_f_adj_close_roll_mean126,float64,9283,33,0.0035548852741570615,9243,True,True
pl_f_volume_dist_max126,float64,9283,33,0.0035548852741570615,2585,True,True
pl_f_adj_close_dist_min126,float64,9283,33,0.0035548852741570615,5449,True,True
pl_f_adj_close_dist_max126,float64,9283,33,0.0035548852741570615,5222,True,True
pl_f_close_roll_mean126,float64,9283,33,0.0035548852741570615,9243,True,True
pl_f_close_dist_min126,float64,9283,33,0.0035548852741570615,5449,True,True
pa_f_high_roll_std126,float64,9283,33,0.0035548852741570615,9238,True,True
pa_f_low_dist_min126,float64,9283,33,0.0035548852741570615,5391,True,True
pa_f_low_dist_max126,float64,9283,33,0.0035548852741570615,5175,True,True
pa_f_low_roll_std126,float64,9283,33,0.0035548852741570615,9244,True,True
pa_f_high_roll_mean126,float64,9283,33,0.0035548852741570615,9232,True,True
pa_f_adj_close_roll_mean126,float64,9283,33,0.0035548852741570615,9242,True,True
pa_f_adj_close_roll_std126,float64,9283,33,0.0035548852741570615,9245,True,True
pa_f_volume_dist_max126,float64,9283,33,0.0035548852741570615,2196,True,True
pa_f_adj_close_dist_min126,float64,9283,33,0.0035548852741570615,5642,True,True
pa_f_open_dist_min126,float64,9283,33,0.0035548852741570615,5400,True,True
pl_f_open_dist_min126,float64,9283,33,0.0035548852741570615,5238,True,True
pa_f_open_dist_max126,float64,9283,33,0.0035548852741570615,5182,True,True
pa_f_volume_roll_std126,float64,9283,33,0.0035548852741570615,7619,True,True
pa_f_adj_close_dist_max126,float64,9283,33,0.0035548852741570615,5392,True,True
pa_f_open_roll_mean126,float64,9283,33,0.0035548852741570615,9243,True,True
pa_f_open_roll_std126,float64,9283,33,0.0035548852741570615,9246,True,True
pa_f_close_dist_max126,float64,9283,33,0.0035548852741570615,5392,True,True
pa_f_close_roll_std126,float64,9283,33,0.0035548852741570615,9245,True,True
pa_f_close_roll_mean126,float64,9283,33,0.0035548852741570615,9242,True,True
pa_f_volume_roll_mean126,float64,9283,33,0.0035548852741570615,6948,True,True
pa_f_high_dist_min126,float64,9283,33,0.0035548852741570615,5382,True,True
pa_f_high_dist_max126,float64,9283,33,0.0035548852741570615,5189,True,True
pa_f_low_roll_mean126,float64,9283,33,0.0035548852741570615,9242,True,True
pa_f_close_dist_min126,float64,9283,33,0.0035548852741570615,5642,True,True
pl_f_high_roll_std126,float64,9283,33,0.0035548852741570615,9238,True,True
pl_f_high_roll_mean126,float64,9283,33,0.0035548852741570615,9234,True,True
pl_f_low_roll_std126,float64,9283,33,0.0035548852741570615,9246,True,True
pl_f_low_roll_mean126,float64,9283,33,0.0035548852741570615,9237,True,True
pl_f_high_dist_max126,float64,9283,33,0.0035548852741570615,5033,True,True
pl_f_high_dist_min126,float64,9283,33,0.0035548852741570615,5228,True,True
pl_f_low_dist_min126,float64,9283,33,0.0035548852741570615,5269,True,True
pl_f_low_dist_max126,float64,9283,33,0.0035548852741570615,4998,True,True
dx_y_nyb_adj_close_roll_mean126,float64,9283,32,0.0034471614779704837,9233,True,True
irx_high_roll_std126,float64,9283,32,0.0034471614779704837,9067,True,True
irx_high_dist_max126,float64,9283,32,0.0034471614779704837,3352,True,True
irx_high_dist_min126,float64,9283,32,0.0034471614779704837,3353,True,True
irx_low_roll_mean126,float64,9283,32,0.0034471614779704837,9016,True,True
irx_low_roll_std126,float64,9283,32,0.0034471614779704837,9028,True,True
irx_low_dist_max126,float64,9283,32,0.0034471614779704837,3318,True,True
irx_low_dist_min126,float64,9283,32,0.0034471614779704837,3356,True,True
dx_y_nyb_low_roll_mean126,float64,9283,32,0.0034471614779704837,9230,True,True
dx_y_nyb_low_roll_std126,float64,9283,32,0.0034471614779704837,9246,True,True
dx_y_nyb_low_dist_max126,float64,9283,32,0.0034471614779704837,5561,True,True
dx_y_nyb_low_dist_min126,float64,9283,32,0.0034471614779704837,5470,True,True
vix_open_dist_max126,float64,9283,32,0.0034471614779704837,5966,True,True
vix_open_dist_min126,float64,9283,32,0.0034471614779704837,5841,True,True
vix_high_roll_mean126,float64,9283,32,0.0034471614779704837,9233,True,True
vix_high_roll_std126,float64,9283,32,0.0034471614779704837,9246,True,True
vix_high_dist_max126,float64,9283,32,0.0034471614779704837,6000,True,True
qqq_open_roll_mean126,float64,9283,32,0.0034471614779704837,9238,True,True
qqq_open_roll_std126,float64,9283,32,0.0034471614779704837,9245,True,True
qqq_open_dist_max126,float64,9283,32,0.0034471614779704837,5375,True,True
qqq_open_dist_min126,float64,9283,32,0.0034471614779704837,6079,True,True
