inicio,fin,regimen_mercado,oro_buyhold_return,n_dias,buy_hold,h21_long_cash,clf_daily_long_cash,hysteresis_60_35,predret_long_cash,h21_long_short,clf_daily_long_short,predret_long_short
2022-08-07,2023-02-06,alcista_moderado,0.093447825060327,184,0.093447825060327,0.15993039882109206,0.15993039882109206,0.15993039882109206,0.15993039882109206,0.22760839771686547,0.22760839771686547,0.22760839771686547
2023-02-07,2023-08-06,lateral,0.02645065125906565,181,0.02645065125906565,0.05683895815104201,0.08196434216264592,0.08196434216264592,0.08196434216264592,0.08748351360889717,0.13919137444232943,0.13919137444232943
2023-08-07,2024-02-06,lateral,0.043712958924494005,184,0.043712958924494005,0.0610758701277021,0.0610758701277021,0.058597988481762675,0.058597988481762675,0.07848896037203312,0.07848896037203312,0.07345186910365387
2024-02-07,2024-08-06,alcista_fuerte,0.1776120430276691,182,0.1776120430276691,0.19703313219356122,0.19703313219356122,0.16256104070698463,0.19703313219356122,0.21659370564113356,0.21659370564113356,0.21659370564113356
2024-08-07,2025-02-06,alcista_fuerte,0.1312481474214191,184,0.1312481474214191,0.15093322658455,0.15093322658455,0.15093322658455,0.15093322658455,0.1707023785082855,0.1707023785082855,0.1707023785082855
2025-02-07,2025-04-29,alcista_fuerte,0.1837073613586795,82,0.1837073613586795,0.1837073613586795,0.1837073613586795,0.10095619794146193,0.1837073613586795,0.1837073613586795,0.1837073613586795,0.1837073613586795
