from_cluster,0,1,2,3,4,5,6
0,0.9028290282902829,0.0012300123001230013,0.0012300123001230013,0.08610086100861009,0.0036900369003690036,0.0,0.004920049200492005
1,0.0026223776223776225,0.9134615384615384,0.0017482517482517483,0.07255244755244755,0.005244755244755245,0.0034965034965034965,0.0008741258741258741
2,0.0015772870662460567,0.0031545741324921135,0.9369085173501577,0.05362776025236593,0.0,0.0,0.00473186119873817
3,0.015760997412373558,0.018583862620559867,0.007292401787814632,0.9139026111503176,0.009880028228652082,0.005880969183721477,0.02869912961656081
4,0.0,0.003708281829419036,0.0012360939431396785,0.0754017305315204,0.9147095179233622,0.0,0.004944375772558714
5,0.004454342984409799,0.0,0.0,0.062360801781737196,0.004454342984409799,0.9287305122494433,0.0
6,0.005076142131979695,0.011844331641285956,0.004230118443316413,0.07529610829103214,0.01353637901861252,0.0025380710659898475,0.8874788494077834
