from_cluster,0,1,2,3,4,5,6
0,0.9934264585045193,0.0,0.0008216926869350862,0.0,0.0,0.004108463434675432,0.0016433853738701725
1,0.0,0.9922480620155039,0.0005963029218843172,0.002385211687537269,0.0005963029218843172,0.0,0.0041741204531902205
2,0.0018264840182648401,0.0009132420091324201,0.993607305936073,0.0009132420091324201,0.0,0.0,0.0027397260273972603
3,0.0,0.0042158516020236085,0.0008431703204047217,0.9831365935919055,0.0,0.0,0.011804384485666104
4,0.0,0.0007446016381236039,0.0,0.0007446016381236039,0.996276991809382,0.0,0.0022338049143708115
5,0.003808073115003808,0.0007616146230007616,0.0007616146230007616,0.0,0.0,0.9916222391469917,0.0030464584920030465
6,0.0006891798759476223,0.004135079255685734,0.002067539627842867,0.009648518263266712,0.0027567195037904893,0.0034458993797381117,0.9772570640937285
