feature_set,feature,group,transform,is_global,used_in_best
colombia_only,demanda_energetica,colombia,raw,False,True
colombia_only,trm,colombia,raw,False,True
colombia_only,tipm,colombia,raw,False,True
colombia_only,precio_brent,energia,raw,False,True
colombia_only,precio_cafe_centusd,colombia,raw,False,True
colombia_only,dtf,colombia,raw,False,True
colombia_only,bancolombia_price_usd,colombia,raw,False,True
colombia_only,inflacion_sin_alimentos,colombia,raw,False,True
colombia_only,precio_bolsa_nacional_energetica,colombia,raw,False,True
colombia_only,year,colombia,raw,False,True
colombia_only,dd_lag1_dd_score,enfermedad_holandesa,lag,False,True
colombia_only,month,colombia,raw,False,True
colombia_only,quarter,colombia,raw,False,True
colombia_only,dayofyear,colombia,raw,False,True
colombia_only,month_sin,colombia,raw,False,True
colombia_only,month_cos,colombia,raw,False,True
colombia_only,demanda_energetica_log,colombia,raw,False,True
colombia_only,demanda_energetica_logret_1,colombia,log_return,False,False
colombia_only,demanda_energetica_logret_5,colombia,log_return,False,True
colombia_only,demanda_energetica_logret_21,colombia,log_return,False,True
colombia_only,demanda_energetica_diff_1,colombia,difference,False,True
colombia_only,demanda_energetica_pct_21,colombia,pct_change,False,True
colombia_only,demanda_energetica_lag1,colombia,lag,False,True
colombia_only,demanda_energetica_lag5,colombia,lag,False,True
colombia_only,demanda_energetica_lag21,colombia,lag,False,True
colombia_only,demanda_energetica_lag63,colombia,lag,False,True
colombia_only,demanda_energetica_roll_mean21,colombia,rolling_mean,False,True
colombia_only,demanda_energetica_roll_std21,colombia,rolling_std,False,True
colombia_only,demanda_energetica_dist_max21,colombia,rolling_distance,False,True
colombia_only,demanda_energetica_dist_min21,colombia,rolling_distance,False,True
colombia_only,demanda_energetica_roll_mean63,colombia,rolling_mean,False,True
colombia_only,demanda_energetica_roll_std63,colombia,rolling_std,False,True
colombia_only,demanda_energetica_dist_max63,colombia,rolling_distance,False,True
colombia_only,demanda_energetica_dist_min63,colombia,rolling_distance,False,True
colombia_only,demanda_energetica_roll_mean126,colombia,rolling_mean,False,True
colombia_only,demanda_energetica_roll_std126,colombia,rolling_std,False,True
colombia_only,demanda_energetica_dist_max126,colombia,rolling_distance,False,True
colombia_only,demanda_energetica_dist_min126,colombia,rolling_distance,False,True
colombia_only,trm_log,colombia,raw,False,True
colombia_only,trm_logret_1,colombia,log_return,False,True
colombia_only,trm_logret_5,colombia,log_return,False,True
colombia_only,trm_logret_21,colombia,log_return,False,True
colombia_only,trm_diff_1,colombia,difference,False,True
colombia_only,trm_pct_21,colombia,pct_change,False,True
colombia_only,trm_lag1,colombia,lag,False,True
colombia_only,trm_lag5,colombia,lag,False,True
colombia_only,trm_lag21,colombia,lag,False,True
colombia_only,trm_lag63,colombia,lag,False,True
colombia_only,trm_roll_mean21,colombia,rolling_mean,False,True
colombia_only,trm_roll_std21,colombia,rolling_std,False,True
colombia_only,trm_dist_max21,colombia,rolling_distance,False,True
colombia_only,trm_dist_min21,colombia,rolling_distance,False,True
colombia_only,trm_roll_mean63,colombia,rolling_mean,False,True
colombia_only,trm_roll_std63,colombia,rolling_std,False,True
colombia_only,trm_dist_max63,colombia,rolling_distance,False,True
colombia_only,trm_dist_min63,colombia,rolling_distance,False,True
colombia_only,trm_roll_mean126,colombia,rolling_mean,False,True
colombia_only,trm_roll_std126,colombia,rolling_std,False,True
colombia_only,trm_dist_max126,colombia,rolling_distance,False,True
colombia_only,trm_dist_min126,colombia,rolling_distance,False,True
colombia_only,tipm_log,colombia,raw,False,True
colombia_only,tipm_logret_1,colombia,log_return,False,True
colombia_only,tipm_logret_5,colombia,log_return,False,True
colombia_only,tipm_logret_21,colombia,log_return,False,True
colombia_only,tipm_diff_1,colombia,difference,False,True
colombia_only,tipm_pct_21,colombia,pct_change,False,True
colombia_only,tipm_lag1,colombia,lag,False,True
colombia_only,tipm_lag5,colombia,lag,False,True
colombia_only,tipm_lag21,colombia,lag,False,True
colombia_only,tipm_lag63,colombia,lag,False,True
colombia_only,tipm_roll_mean21,colombia,rolling_mean,False,True
colombia_only,tipm_roll_std21,colombia,rolling_std,False,True
colombia_only,tipm_dist_max21,colombia,rolling_distance,False,True
colombia_only,tipm_dist_min21,colombia,rolling_distance,False,True
colombia_only,tipm_roll_mean63,colombia,rolling_mean,False,True
colombia_only,tipm_roll_std63,colombia,rolling_std,False,True
colombia_only,tipm_dist_max63,colombia,rolling_distance,False,True
colombia_only,tipm_dist_min63,colombia,rolling_distance,False,True
colombia_only,tipm_roll_mean126,colombia,rolling_mean,False,True
colombia_only,tipm_roll_std126,colombia,rolling_std,False,True
colombia_only,tipm_dist_max126,colombia,rolling_distance,False,True
colombia_only,tipm_dist_min126,colombia,rolling_distance,False,True
colombia_only,precio_brent_log,energia,raw,False,True
colombia_only,precio_brent_logret_1,energia,log_return,False,False
colombia_only,precio_brent_logret_5,energia,log_return,False,True
colombia_only,precio_brent_logret_21,energia,log_return,False,True
colombia_only,precio_brent_diff_1,energia,difference,False,True
colombia_only,precio_brent_pct_21,energia,pct_change,False,True
colombia_only,precio_brent_lag1,energia,lag,False,True
colombia_only,precio_brent_lag5,energia,lag,False,True
colombia_only,precio_brent_lag21,energia,lag,False,True
colombia_only,precio_brent_lag63,energia,lag,False,True
colombia_only,precio_brent_roll_mean21,energia,rolling_mean,False,True
colombia_only,precio_brent_roll_std21,energia,rolling_std,False,True
colombia_only,precio_brent_dist_max21,energia,rolling_distance,False,True
colombia_only,precio_brent_dist_min21,energia,rolling_distance,False,True
colombia_only,precio_brent_roll_mean63,energia,rolling_mean,False,True
colombia_only,precio_brent_roll_std63,energia,rolling_std,False,True
colombia_only,precio_brent_dist_max63,energia,rolling_distance,False,True
colombia_only,precio_brent_dist_min63,energia,rolling_distance,False,True
colombia_only,precio_brent_roll_mean126,energia,rolling_mean,False,True
colombia_only,precio_brent_roll_std126,energia,rolling_std,False,True
colombia_only,precio_brent_dist_max126,energia,rolling_distance,False,True
colombia_only,precio_brent_dist_min126,energia,rolling_distance,False,True
colombia_only,precio_oro_log,colombia,raw,False,True
colombia_only,precio_oro_logret_1,colombia,log_return,False,True
colombia_only,precio_oro_logret_5,colombia,log_return,False,True
colombia_only,precio_oro_logret_21,colombia,log_return,False,True
colombia_only,precio_oro_diff_1,colombia,difference,False,True
colombia_only,precio_oro_pct_21,colombia,pct_change,False,True
colombia_only,precio_oro_lag1,colombia,lag,False,True
colombia_only,precio_oro_lag5,colombia,lag,False,True
colombia_only,precio_oro_lag21,colombia,lag,False,True
colombia_only,precio_oro_lag63,colombia,lag,False,True
colombia_only,precio_oro_roll_mean21,colombia,rolling_mean,False,True
colombia_only,precio_oro_roll_std21,colombia,rolling_std,False,True
colombia_only,precio_oro_dist_max21,colombia,rolling_distance,False,True
colombia_only,precio_oro_dist_min21,colombia,rolling_distance,False,True
colombia_only,precio_oro_roll_mean63,colombia,rolling_mean,False,True
colombia_only,precio_oro_roll_std63,colombia,rolling_std,False,True
colombia_only,precio_oro_dist_max63,colombia,rolling_distance,False,True
colombia_only,precio_oro_dist_min63,colombia,rolling_distance,False,True
colombia_only,precio_oro_roll_mean126,colombia,rolling_mean,False,True
colombia_only,precio_oro_roll_std126,colombia,rolling_std,False,True
colombia_only,precio_oro_dist_max126,colombia,rolling_distance,False,True
colombia_only,precio_oro_dist_min126,colombia,rolling_distance,False,True
colombia_only,precio_cafe_centusd_log,colombia,raw,False,True
colombia_only,precio_cafe_centusd_logret_1,colombia,log_return,False,True
colombia_only,precio_cafe_centusd_logret_5,colombia,log_return,False,True
colombia_only,precio_cafe_centusd_logret_21,colombia,log_return,False,True
colombia_only,precio_cafe_centusd_diff_1,colombia,difference,False,True
colombia_only,precio_cafe_centusd_pct_21,colombia,pct_change,False,True
colombia_only,precio_cafe_centusd_lag1,colombia,lag,False,True
colombia_only,precio_cafe_centusd_lag5,colombia,lag,False,True
colombia_only,precio_cafe_centusd_lag21,colombia,lag,False,True
colombia_only,precio_cafe_centusd_lag63,colombia,lag,False,True
colombia_only,precio_cafe_centusd_roll_mean21,colombia,rolling_mean,False,True
colombia_only,precio_cafe_centusd_roll_std21,colombia,rolling_std,False,True
colombia_only,precio_cafe_centusd_dist_max21,colombia,rolling_distance,False,True
colombia_only,precio_cafe_centusd_dist_min21,colombia,rolling_distance,False,True
colombia_only,precio_cafe_centusd_roll_mean63,colombia,rolling_mean,False,True
colombia_only,precio_cafe_centusd_roll_std63,colombia,rolling_std,False,True
colombia_only,precio_cafe_centusd_dist_max63,colombia,rolling_distance,False,True
colombia_only,precio_cafe_centusd_dist_min63,colombia,rolling_distance,False,True
colombia_only,precio_cafe_centusd_roll_mean126,colombia,rolling_mean,False,True
colombia_only,precio_cafe_centusd_roll_std126,colombia,rolling_std,False,True
colombia_only,precio_cafe_centusd_dist_max126,colombia,rolling_distance,False,True
colombia_only,precio_cafe_centusd_dist_min126,colombia,rolling_distance,False,True
colombia_only,dtf_log,colombia,raw,False,True
colombia_only,dtf_logret_1,colombia,log_return,False,True
colombia_only,dtf_logret_5,colombia,log_return,False,True
colombia_only,dtf_logret_21,colombia,log_return,False,True
colombia_only,dtf_diff_1,colombia,difference,False,False
colombia_only,dtf_pct_21,colombia,pct_change,False,True
colombia_only,dtf_lag1,colombia,lag,False,True
colombia_only,dtf_lag5,colombia,lag,False,True
colombia_only,dtf_lag21,colombia,lag,False,True
colombia_only,dtf_lag63,colombia,lag,False,True
colombia_only,dtf_roll_mean21,colombia,rolling_mean,False,True
colombia_only,dtf_roll_std21,colombia,rolling_std,False,True
colombia_only,dtf_dist_max21,colombia,rolling_distance,False,True
colombia_only,dtf_dist_min21,colombia,rolling_distance,False,True
colombia_only,dtf_roll_mean63,colombia,rolling_mean,False,True
colombia_only,dtf_roll_std63,colombia,rolling_std,False,True
colombia_only,dtf_dist_max63,colombia,rolling_distance,False,True
colombia_only,dtf_dist_min63,colombia,rolling_distance,False,True
colombia_only,dtf_roll_mean126,colombia,rolling_mean,False,True
colombia_only,dtf_roll_std126,colombia,rolling_std,False,True
colombia_only,dtf_dist_max126,colombia,rolling_distance,False,True
colombia_only,dtf_dist_min126,colombia,rolling_distance,False,True
colombia_only,bancolombia_price_usd_log,colombia,raw,False,True
colombia_only,bancolombia_price_usd_logret_1,colombia,log_return,False,True
colombia_only,bancolombia_price_usd_logret_5,colombia,log_return,False,True
colombia_only,bancolombia_price_usd_logret_21,colombia,log_return,False,True
colombia_only,bancolombia_price_usd_diff_1,colombia,difference,False,True
colombia_only,bancolombia_price_usd_pct_21,colombia,pct_change,False,True
colombia_only,bancolombia_price_usd_lag1,colombia,lag,False,True
colombia_only,bancolombia_price_usd_lag5,colombia,lag,False,True
colombia_only,bancolombia_price_usd_lag21,colombia,lag,False,True
colombia_only,bancolombia_price_usd_lag63,colombia,lag,False,True
colombia_only,bancolombia_price_usd_roll_mean21,colombia,rolling_mean,False,True
colombia_only,bancolombia_price_usd_roll_std21,colombia,rolling_std,False,True
colombia_only,bancolombia_price_usd_dist_max21,colombia,rolling_distance,False,True
colombia_only,bancolombia_price_usd_dist_min21,colombia,rolling_distance,False,True
colombia_only,bancolombia_price_usd_roll_mean63,colombia,rolling_mean,False,True
colombia_only,bancolombia_price_usd_roll_std63,colombia,rolling_std,False,True
colombia_only,bancolombia_price_usd_dist_max63,colombia,rolling_distance,False,True
colombia_only,bancolombia_price_usd_dist_min63,colombia,rolling_distance,False,True
colombia_only,bancolombia_price_usd_roll_mean126,colombia,rolling_mean,False,True
colombia_only,bancolombia_price_usd_roll_std126,colombia,rolling_std,False,True
colombia_only,bancolombia_price_usd_dist_max126,colombia,rolling_distance,False,True
colombia_only,bancolombia_price_usd_dist_min126,colombia,rolling_distance,False,True
colombia_only,inflacion_sin_alimentos_log,colombia,raw,False,True
colombia_only,inflacion_sin_alimentos_logret_1,colombia,log_return,False,True
colombia_only,inflacion_sin_alimentos_logret_5,colombia,log_return,False,True
colombia_only,inflacion_sin_alimentos_logret_21,colombia,log_return,False,True
colombia_only,inflacion_sin_alimentos_diff_1,colombia,difference,False,True
colombia_only,inflacion_sin_alimentos_pct_21,colombia,pct_change,False,True
colombia_only,inflacion_sin_alimentos_lag1,colombia,lag,False,True
colombia_only,inflacion_sin_alimentos_lag5,colombia,lag,False,True
colombia_only,inflacion_sin_alimentos_lag21,colombia,lag,False,True
colombia_only,inflacion_sin_alimentos_lag63,colombia,lag,False,True
colombia_only,inflacion_sin_alimentos_roll_mean21,colombia,rolling_mean,False,True
colombia_only,inflacion_sin_alimentos_roll_std21,colombia,rolling_std,False,True
colombia_only,inflacion_sin_alimentos_dist_max21,colombia,rolling_distance,False,True
colombia_only,inflacion_sin_alimentos_dist_min21,colombia,rolling_distance,False,True
colombia_only,inflacion_sin_alimentos_roll_mean63,colombia,rolling_mean,False,True
colombia_only,inflacion_sin_alimentos_roll_std63,colombia,rolling_std,False,True
colombia_only,inflacion_sin_alimentos_dist_max63,colombia,rolling_distance,False,True
colombia_only,inflacion_sin_alimentos_dist_min63,colombia,rolling_distance,False,True
colombia_only,inflacion_sin_alimentos_roll_mean126,colombia,rolling_mean,False,True
colombia_only,inflacion_sin_alimentos_roll_std126,colombia,rolling_std,False,True
colombia_only,inflacion_sin_alimentos_dist_max126,colombia,rolling_distance,False,True
colombia_only,inflacion_sin_alimentos_dist_min126,colombia,rolling_distance,False,True
colombia_only,precio_bolsa_nacional_energetica_log,colombia,raw,False,True
colombia_only,precio_bolsa_nacional_energetica_logret_1,colombia,log_return,False,True
colombia_only,precio_bolsa_nacional_energetica_logret_5,colombia,log_return,False,True
colombia_only,precio_bolsa_nacional_energetica_logret_21,colombia,log_return,False,True
colombia_only,precio_bolsa_nacional_energetica_diff_1,colombia,difference,False,True
colombia_only,precio_bolsa_nacional_energetica_pct_21,colombia,pct_change,False,True
colombia_only,precio_bolsa_nacional_energetica_lag1,colombia,lag,False,True
colombia_only,precio_bolsa_nacional_energetica_lag5,colombia,lag,False,True
colombia_only,precio_bolsa_nacional_energetica_lag21,colombia,lag,False,True
colombia_only,precio_bolsa_nacional_energetica_lag63,colombia,lag,False,True
colombia_only,precio_bolsa_nacional_energetica_roll_mean21,colombia,rolling_mean,False,True
colombia_only,precio_bolsa_nacional_energetica_roll_std21,colombia,rolling_std,False,True
colombia_only,precio_bolsa_nacional_energetica_dist_max21,colombia,rolling_distance,False,True
colombia_only,precio_bolsa_nacional_energetica_dist_min21,colombia,rolling_distance,False,True
colombia_only,precio_bolsa_nacional_energetica_roll_mean63,colombia,rolling_mean,False,True
colombia_only,precio_bolsa_nacional_energetica_roll_std63,colombia,rolling_std,False,True
colombia_only,precio_bolsa_nacional_energetica_dist_max63,colombia,rolling_distance,False,True
colombia_only,precio_bolsa_nacional_energetica_dist_min63,colombia,rolling_distance,False,True
colombia_only,precio_bolsa_nacional_energetica_roll_mean126,colombia,rolling_mean,False,True
colombia_only,precio_bolsa_nacional_energetica_roll_std126,colombia,rolling_std,False,True
colombia_only,precio_bolsa_nacional_energetica_dist_max126,colombia,rolling_distance,False,False
colombia_only,precio_bolsa_nacional_energetica_dist_min126,colombia,rolling_distance,False,True
colombia_only,dd_lag1_dd_score_diff_1,enfermedad_holandesa,lag,False,True
colombia_only,dd_lag1_dd_score_pct_21,enfermedad_holandesa,lag,False,True
colombia_only,dd_lag1_dd_score_lag1,enfermedad_holandesa,lag,False,True
colombia_only,dd_lag1_dd_score_lag5,enfermedad_holandesa,lag,False,True
colombia_only,dd_lag1_dd_score_lag21,enfermedad_holandesa,lag,False,True
colombia_only,dd_lag1_dd_score_lag63,enfermedad_holandesa,lag,False,True
colombia_only,dd_lag1_dd_score_roll_mean21,enfermedad_holandesa,lag,False,True
colombia_only,dd_lag1_dd_score_roll_std21,enfermedad_holandesa,lag,False,True
colombia_only,dd_lag1_dd_score_dist_max21,enfermedad_holandesa,lag,False,True
colombia_only,dd_lag1_dd_score_dist_min21,enfermedad_holandesa,lag,False,False
colombia_only,dd_lag1_dd_score_roll_mean63,enfermedad_holandesa,lag,False,True
colombia_only,dd_lag1_dd_score_roll_std63,enfermedad_holandesa,lag,False,True
colombia_only,dd_lag1_dd_score_dist_max63,enfermedad_holandesa,lag,False,True
colombia_only,dd_lag1_dd_score_dist_min63,enfermedad_holandesa,lag,False,True
colombia_only,dd_lag1_dd_score_roll_mean126,enfermedad_holandesa,lag,False,True
colombia_only,dd_lag1_dd_score_roll_std126,enfermedad_holandesa,lag,False,True
colombia_only,dd_lag1_dd_score_dist_max126,enfermedad_holandesa,lag,False,True
colombia_only,dd_lag1_dd_score_dist_min126,enfermedad_holandesa,lag,False,True
colombia_only,tipm_change_30,colombia,difference,False,True
colombia_only,policy_stance_easing,colombia,raw,False,True
colombia_only,policy_stance_neutral,colombia,raw,False,False
colombia_only,policy_stance_tightening,colombia,raw,False,True
colombia_only,dd_lag1_dd_clasificacion_Indicios parciales,enfermedad_holandesa,lag,False,True
colombia_only,dd_lag1_dd_clasificacion_Probable enfermedad holandesa,enfermedad_holandesa,lag,False,True
colombia_only,dd_lag1_dd_clasificacion_Sin clasificación,enfermedad_holandesa,lag,False,True
colombia_only,dd_lag1_dd_clasificacion_Sin evidencia suficiente,enfermedad_holandesa,lag,False,True
colombia_only,cluster_abs,regimen,regime_cluster,False,True
colombia_only,cluster_chg,regimen,regime_cluster,False,False
colombia_only,cluster_abs_0,regimen,regime_cluster,False,False
colombia_only,cluster_abs_1,regimen,regime_cluster,False,True
colombia_only,cluster_abs_2,regimen,regime_cluster,False,True
colombia_only,cluster_abs_3,regimen,regime_cluster,False,True
colombia_only,cluster_abs_4,regimen,regime_cluster,False,True
colombia_only,cluster_abs_5,regimen,regime_cluster,False,True
colombia_only,cluster_abs_6,regimen,regime_cluster,False,False
colombia_only,cluster_chg_0,regimen,regime_cluster,False,True
colombia_only,cluster_chg_1,regimen,regime_cluster,False,True
colombia_only,cluster_chg_2,regimen,regime_cluster,False,False
colombia_only,cluster_chg_3,regimen,regime_cluster,False,True
colombia_only,cluster_chg_4,regimen,regime_cluster,False,True
colombia_only,cluster_chg_5,regimen,regime_cluster,False,True
colombia_only,cluster_chg_6,regimen,regime_cluster,False,True
colombia_plus_global_compact,demanda_energetica,colombia,raw,False,True
colombia_plus_global_compact,trm,colombia,raw,False,True
colombia_plus_global_compact,tipm,colombia,raw,False,True
colombia_plus_global_compact,precio_brent,energia,raw,False,True
colombia_plus_global_compact,precio_cafe_centusd,colombia,raw,False,True
colombia_plus_global_compact,dtf,colombia,raw,False,True
colombia_plus_global_compact,bancolombia_price_usd,colombia,raw,False,True
colombia_plus_global_compact,inflacion_sin_alimentos,colombia,raw,False,True
colombia_plus_global_compact,precio_bolsa_nacional_energetica,colombia,raw,False,True
colombia_plus_global_compact,year,colombia,raw,False,True
colombia_plus_global_compact,dd_lag1_dd_score,enfermedad_holandesa,lag,False,True
colombia_plus_global_compact,month,colombia,raw,False,True
colombia_plus_global_compact,quarter,colombia,raw,False,True
colombia_plus_global_compact,dayofyear,colombia,raw,False,True
colombia_plus_global_compact,month_sin,colombia,raw,False,True
colombia_plus_global_compact,month_cos,colombia,raw,False,True
colombia_plus_global_compact,demanda_energetica_log,colombia,raw,False,True
colombia_plus_global_compact,demanda_energetica_logret_1,colombia,log_return,False,False
colombia_plus_global_compact,demanda_energetica_logret_5,colombia,log_return,False,True
colombia_plus_global_compact,demanda_energetica_logret_21,colombia,log_return,False,True
colombia_plus_global_compact,demanda_energetica_diff_1,colombia,difference,False,True
colombia_plus_global_compact,demanda_energetica_pct_21,colombia,pct_change,False,True
colombia_plus_global_compact,demanda_energetica_lag1,colombia,lag,False,True
colombia_plus_global_compact,demanda_energetica_lag5,colombia,lag,False,True
colombia_plus_global_compact,demanda_energetica_lag21,colombia,lag,False,True
colombia_plus_global_compact,demanda_energetica_lag63,colombia,lag,False,True
colombia_plus_global_compact,demanda_energetica_roll_mean21,colombia,rolling_mean,False,True
colombia_plus_global_compact,demanda_energetica_roll_std21,colombia,rolling_std,False,True
colombia_plus_global_compact,demanda_energetica_dist_max21,colombia,rolling_distance,False,True
colombia_plus_global_compact,demanda_energetica_dist_min21,colombia,rolling_distance,False,True
colombia_plus_global_compact,demanda_energetica_roll_mean63,colombia,rolling_mean,False,True
colombia_plus_global_compact,demanda_energetica_roll_std63,colombia,rolling_std,False,True
colombia_plus_global_compact,demanda_energetica_dist_max63,colombia,rolling_distance,False,True
colombia_plus_global_compact,demanda_energetica_dist_min63,colombia,rolling_distance,False,True
colombia_plus_global_compact,demanda_energetica_roll_mean126,colombia,rolling_mean,False,True
colombia_plus_global_compact,demanda_energetica_roll_std126,colombia,rolling_std,False,True
colombia_plus_global_compact,demanda_energetica_dist_max126,colombia,rolling_distance,False,True
colombia_plus_global_compact,demanda_energetica_dist_min126,colombia,rolling_distance,False,True
colombia_plus_global_compact,trm_log,colombia,raw,False,True
colombia_plus_global_compact,trm_logret_1,colombia,log_return,False,True
colombia_plus_global_compact,trm_logret_5,colombia,log_return,False,True
colombia_plus_global_compact,trm_logret_21,colombia,log_return,False,True
colombia_plus_global_compact,trm_diff_1,colombia,difference,False,True
colombia_plus_global_compact,trm_pct_21,colombia,pct_change,False,True
colombia_plus_global_compact,trm_lag1,colombia,lag,False,True
colombia_plus_global_compact,trm_lag5,colombia,lag,False,True
colombia_plus_global_compact,trm_lag21,colombia,lag,False,True
colombia_plus_global_compact,trm_lag63,colombia,lag,False,True
colombia_plus_global_compact,trm_roll_mean21,colombia,rolling_mean,False,True
colombia_plus_global_compact,trm_roll_std21,colombia,rolling_std,False,True
colombia_plus_global_compact,trm_dist_max21,colombia,rolling_distance,False,True
colombia_plus_global_compact,trm_dist_min21,colombia,rolling_distance,False,True
colombia_plus_global_compact,trm_roll_mean63,colombia,rolling_mean,False,True
colombia_plus_global_compact,trm_roll_std63,colombia,rolling_std,False,True
colombia_plus_global_compact,trm_dist_max63,colombia,rolling_distance,False,True
colombia_plus_global_compact,trm_dist_min63,colombia,rolling_distance,False,True
colombia_plus_global_compact,trm_roll_mean126,colombia,rolling_mean,False,True
colombia_plus_global_compact,trm_roll_std126,colombia,rolling_std,False,True
colombia_plus_global_compact,trm_dist_max126,colombia,rolling_distance,False,True
colombia_plus_global_compact,trm_dist_min126,colombia,rolling_distance,False,True
colombia_plus_global_compact,tipm_log,colombia,raw,False,True
colombia_plus_global_compact,tipm_logret_1,colombia,log_return,False,True
colombia_plus_global_compact,tipm_logret_5,colombia,log_return,False,True
colombia_plus_global_compact,tipm_logret_21,colombia,log_return,False,True
colombia_plus_global_compact,tipm_diff_1,colombia,difference,False,True
colombia_plus_global_compact,tipm_pct_21,colombia,pct_change,False,True
colombia_plus_global_compact,tipm_lag1,colombia,lag,False,True
colombia_plus_global_compact,tipm_lag5,colombia,lag,False,True
colombia_plus_global_compact,tipm_lag21,colombia,lag,False,True
colombia_plus_global_compact,tipm_lag63,colombia,lag,False,True
colombia_plus_global_compact,tipm_roll_mean21,colombia,rolling_mean,False,True
colombia_plus_global_compact,tipm_roll_std21,colombia,rolling_std,False,True
colombia_plus_global_compact,tipm_dist_max21,colombia,rolling_distance,False,True
colombia_plus_global_compact,tipm_dist_min21,colombia,rolling_distance,False,True
colombia_plus_global_compact,tipm_roll_mean63,colombia,rolling_mean,False,True
colombia_plus_global_compact,tipm_roll_std63,colombia,rolling_std,False,True
colombia_plus_global_compact,tipm_dist_max63,colombia,rolling_distance,False,True
colombia_plus_global_compact,tipm_dist_min63,colombia,rolling_distance,False,True
colombia_plus_global_compact,tipm_roll_mean126,colombia,rolling_mean,False,True
colombia_plus_global_compact,tipm_roll_std126,colombia,rolling_std,False,True
colombia_plus_global_compact,tipm_dist_max126,colombia,rolling_distance,False,True
colombia_plus_global_compact,tipm_dist_min126,colombia,rolling_distance,False,True
colombia_plus_global_compact,precio_brent_log,energia,raw,False,True
colombia_plus_global_compact,precio_brent_logret_1,energia,log_return,False,False
colombia_plus_global_compact,precio_brent_logret_5,energia,log_return,False,True
colombia_plus_global_compact,precio_brent_logret_21,energia,log_return,False,True
colombia_plus_global_compact,precio_brent_diff_1,energia,difference,False,True
colombia_plus_global_compact,precio_brent_pct_21,energia,pct_change,False,True
colombia_plus_global_compact,precio_brent_lag1,energia,lag,False,True
colombia_plus_global_compact,precio_brent_lag5,energia,lag,False,True
colombia_plus_global_compact,precio_brent_lag21,energia,lag,False,True
colombia_plus_global_compact,precio_brent_lag63,energia,lag,False,True
colombia_plus_global_compact,precio_brent_roll_mean21,energia,rolling_mean,False,True
colombia_plus_global_compact,precio_brent_roll_std21,energia,rolling_std,False,True
colombia_plus_global_compact,precio_brent_dist_max21,energia,rolling_distance,False,True
colombia_plus_global_compact,precio_brent_dist_min21,energia,rolling_distance,False,True
colombia_plus_global_compact,precio_brent_roll_mean63,energia,rolling_mean,False,True
colombia_plus_global_compact,precio_brent_roll_std63,energia,rolling_std,False,True
colombia_plus_global_compact,precio_brent_dist_max63,energia,rolling_distance,False,True
colombia_plus_global_compact,precio_brent_dist_min63,energia,rolling_distance,False,True
colombia_plus_global_compact,precio_brent_roll_mean126,energia,rolling_mean,False,True
colombia_plus_global_compact,precio_brent_roll_std126,energia,rolling_std,False,True
colombia_plus_global_compact,precio_brent_dist_max126,energia,rolling_distance,False,True
colombia_plus_global_compact,precio_brent_dist_min126,energia,rolling_distance,False,True
colombia_plus_global_compact,precio_oro_log,colombia,raw,False,True
colombia_plus_global_compact,precio_oro_logret_1,colombia,log_return,False,True
colombia_plus_global_compact,precio_oro_logret_5,colombia,log_return,False,True
colombia_plus_global_compact,precio_oro_logret_21,colombia,log_return,False,True
colombia_plus_global_compact,precio_oro_diff_1,colombia,difference,False,True
colombia_plus_global_compact,precio_oro_pct_21,colombia,pct_change,False,True
colombia_plus_global_compact,precio_oro_lag1,colombia,lag,False,True
colombia_plus_global_compact,precio_oro_lag5,colombia,lag,False,True
colombia_plus_global_compact,precio_oro_lag21,colombia,lag,False,True
colombia_plus_global_compact,precio_oro_lag63,colombia,lag,False,True
colombia_plus_global_compact,precio_oro_roll_mean21,colombia,rolling_mean,False,True
colombia_plus_global_compact,precio_oro_roll_std21,colombia,rolling_std,False,True
colombia_plus_global_compact,precio_oro_dist_max21,colombia,rolling_distance,False,True
colombia_plus_global_compact,precio_oro_dist_min21,colombia,rolling_distance,False,True
colombia_plus_global_compact,precio_oro_roll_mean63,colombia,rolling_mean,False,True
colombia_plus_global_compact,precio_oro_roll_std63,colombia,rolling_std,False,True
colombia_plus_global_compact,precio_oro_dist_max63,colombia,rolling_distance,False,True
colombia_plus_global_compact,precio_oro_dist_min63,colombia,rolling_distance,False,True
colombia_plus_global_compact,precio_oro_roll_mean126,colombia,rolling_mean,False,True
colombia_plus_global_compact,precio_oro_roll_std126,colombia,rolling_std,False,True
colombia_plus_global_compact,precio_oro_dist_max126,colombia,rolling_distance,False,True
colombia_plus_global_compact,precio_oro_dist_min126,colombia,rolling_distance,False,True
colombia_plus_global_compact,precio_cafe_centusd_log,colombia,raw,False,True
colombia_plus_global_compact,precio_cafe_centusd_logret_1,colombia,log_return,False,True
colombia_plus_global_compact,precio_cafe_centusd_logret_5,colombia,log_return,False,True
colombia_plus_global_compact,precio_cafe_centusd_logret_21,colombia,log_return,False,True
colombia_plus_global_compact,precio_cafe_centusd_diff_1,colombia,difference,False,True
colombia_plus_global_compact,precio_cafe_centusd_pct_21,colombia,pct_change,False,True
colombia_plus_global_compact,precio_cafe_centusd_lag1,colombia,lag,False,True
colombia_plus_global_compact,precio_cafe_centusd_lag5,colombia,lag,False,True
colombia_plus_global_compact,precio_cafe_centusd_lag21,colombia,lag,False,True
colombia_plus_global_compact,precio_cafe_centusd_lag63,colombia,lag,False,True
