feature_set,feature,group,transform,is_global,used_in_best
colombia_plus_global_full,precio_bolsa_nacional_energetica_logret_5,colombia,log_return,False,True
colombia_plus_global_full,precio_bolsa_nacional_energetica_logret_21,colombia,log_return,False,True
colombia_plus_global_full,precio_bolsa_nacional_energetica_diff_1,colombia,difference,False,True
colombia_plus_global_full,precio_bolsa_nacional_energetica_pct_21,colombia,pct_change,False,True
colombia_plus_global_full,precio_bolsa_nacional_energetica_lag1,colombia,lag,False,True
colombia_plus_global_full,precio_bolsa_nacional_energetica_lag5,colombia,lag,False,True
colombia_plus_global_full,precio_bolsa_nacional_energetica_lag21,colombia,lag,False,True
colombia_plus_global_full,precio_bolsa_nacional_energetica_lag63,colombia,lag,False,True
colombia_plus_global_full,precio_bolsa_nacional_energetica_roll_mean21,colombia,rolling_mean,False,True
colombia_plus_global_full,precio_bolsa_nacional_energetica_roll_std21,colombia,rolling_std,False,True
colombia_plus_global_full,precio_bolsa_nacional_energetica_dist_max21,colombia,rolling_distance,False,True
colombia_plus_global_full,precio_bolsa_nacional_energetica_dist_min21,colombia,rolling_distance,False,True
colombia_plus_global_full,precio_bolsa_nacional_energetica_roll_mean63,colombia,rolling_mean,False,True
colombia_plus_global_full,precio_bolsa_nacional_energetica_roll_std63,colombia,rolling_std,False,True
colombia_plus_global_full,precio_bolsa_nacional_energetica_dist_max63,colombia,rolling_distance,False,True
colombia_plus_global_full,precio_bolsa_nacional_energetica_dist_min63,colombia,rolling_distance,False,True
colombia_plus_global_full,precio_bolsa_nacional_energetica_roll_mean126,colombia,rolling_mean,False,True
colombia_plus_global_full,precio_bolsa_nacional_energetica_roll_std126,colombia,rolling_std,False,True
colombia_plus_global_full,precio_bolsa_nacional_energetica_dist_max126,colombia,rolling_distance,False,False
colombia_plus_global_full,precio_bolsa_nacional_energetica_dist_min126,colombia,rolling_distance,False,True
colombia_plus_global_full,dd_lag1_dd_score_diff_1,enfermedad_holandesa,lag,False,True
colombia_plus_global_full,dd_lag1_dd_score_pct_21,enfermedad_holandesa,lag,False,True
colombia_plus_global_full,dd_lag1_dd_score_lag1,enfermedad_holandesa,lag,False,True
colombia_plus_global_full,dd_lag1_dd_score_lag5,enfermedad_holandesa,lag,False,True
colombia_plus_global_full,dd_lag1_dd_score_lag21,enfermedad_holandesa,lag,False,True
colombia_plus_global_full,dd_lag1_dd_score_lag63,enfermedad_holandesa,lag,False,True
colombia_plus_global_full,dd_lag1_dd_score_roll_mean21,enfermedad_holandesa,lag,False,True
colombia_plus_global_full,dd_lag1_dd_score_roll_std21,enfermedad_holandesa,lag,False,True
colombia_plus_global_full,dd_lag1_dd_score_dist_max21,enfermedad_holandesa,lag,False,True
colombia_plus_global_full,dd_lag1_dd_score_dist_min21,enfermedad_holandesa,lag,False,False
colombia_plus_global_full,dd_lag1_dd_score_roll_mean63,enfermedad_holandesa,lag,False,True
colombia_plus_global_full,dd_lag1_dd_score_roll_std63,enfermedad_holandesa,lag,False,True
colombia_plus_global_full,dd_lag1_dd_score_dist_max63,enfermedad_holandesa,lag,False,True
colombia_plus_global_full,dd_lag1_dd_score_dist_min63,enfermedad_holandesa,lag,False,True
colombia_plus_global_full,dd_lag1_dd_score_roll_mean126,enfermedad_holandesa,lag,False,True
colombia_plus_global_full,dd_lag1_dd_score_roll_std126,enfermedad_holandesa,lag,False,True
colombia_plus_global_full,dd_lag1_dd_score_dist_max126,enfermedad_holandesa,lag,False,True
colombia_plus_global_full,dd_lag1_dd_score_dist_min126,enfermedad_holandesa,lag,False,True
colombia_plus_global_full,tipm_change_30,colombia,difference,False,True
colombia_plus_global_full,policy_stance_easing,colombia,raw,False,True
colombia_plus_global_full,policy_stance_neutral,colombia,raw,False,False
colombia_plus_global_full,policy_stance_tightening,colombia,raw,False,True
colombia_plus_global_full,dd_lag1_dd_clasificacion_Indicios parciales,enfermedad_holandesa,lag,False,True
colombia_plus_global_full,dd_lag1_dd_clasificacion_Probable enfermedad holandesa,enfermedad_holandesa,lag,False,True
colombia_plus_global_full,dd_lag1_dd_clasificacion_Sin clasificación,enfermedad_holandesa,lag,False,True
colombia_plus_global_full,dd_lag1_dd_clasificacion_Sin evidencia suficiente,enfermedad_holandesa,lag,False,True
colombia_plus_global_full,cluster_abs,regimen,regime_cluster,False,True
colombia_plus_global_full,cluster_chg,regimen,regime_cluster,False,False
colombia_plus_global_full,cluster_abs_0,regimen,regime_cluster,False,False
colombia_plus_global_full,cluster_abs_1,regimen,regime_cluster,False,True
colombia_plus_global_full,cluster_abs_2,regimen,regime_cluster,False,True
colombia_plus_global_full,cluster_abs_3,regimen,regime_cluster,False,True
colombia_plus_global_full,cluster_abs_4,regimen,regime_cluster,False,True
colombia_plus_global_full,cluster_abs_5,regimen,regime_cluster,False,True
colombia_plus_global_full,cluster_abs_6,regimen,regime_cluster,False,False
colombia_plus_global_full,cluster_chg_0,regimen,regime_cluster,False,True
colombia_plus_global_full,cluster_chg_1,regimen,regime_cluster,False,True
colombia_plus_global_full,cluster_chg_2,regimen,regime_cluster,False,False
colombia_plus_global_full,cluster_chg_3,regimen,regime_cluster,False,True
colombia_plus_global_full,cluster_chg_4,regimen,regime_cluster,False,True
colombia_plus_global_full,cluster_chg_5,regimen,regime_cluster,False,True
colombia_plus_global_full,cluster_chg_6,regimen,regime_cluster,False,True
colombia_plus_global_full,gld_open,oro_internacional,raw,True,True
colombia_plus_global_full,gld_high,oro_internacional,raw,True,True
colombia_plus_global_full,gld_low,oro_internacional,raw,True,True
colombia_plus_global_full,gld_close,oro_internacional,raw,True,True
colombia_plus_global_full,gld_adj_close,oro_internacional,raw,True,True
colombia_plus_global_full,gld_volume,oro_internacional,raw,True,True
colombia_plus_global_full,iau_open,oro_internacional,raw,True,True
colombia_plus_global_full,iau_high,oro_internacional,raw,True,True
colombia_plus_global_full,iau_low,oro_internacional,raw,True,True
colombia_plus_global_full,iau_close,oro_internacional,raw,True,True
colombia_plus_global_full,iau_adj_close,oro_internacional,raw,True,True
colombia_plus_global_full,iau_volume,oro_internacional,raw,True,True
colombia_plus_global_full,slv_open,metales,raw,True,True
colombia_plus_global_full,slv_high,metales,raw,True,True
colombia_plus_global_full,slv_low,metales,raw,True,True
colombia_plus_global_full,slv_close,metales,raw,True,True
colombia_plus_global_full,slv_adj_close,metales,raw,True,True
colombia_plus_global_full,slv_volume,metales,raw,True,True
colombia_plus_global_full,gc_f_open,oro_internacional,raw,True,True
colombia_plus_global_full,gc_f_high,oro_internacional,raw,True,True
colombia_plus_global_full,gc_f_low,oro_internacional,raw,True,True
colombia_plus_global_full,gc_f_close,oro_internacional,raw,True,True
colombia_plus_global_full,gc_f_adj_close,oro_internacional,raw,True,True
colombia_plus_global_full,gc_f_volume,oro_internacional,raw,True,True
colombia_plus_global_full,si_f_open,metales,raw,True,True
colombia_plus_global_full,si_f_high,metales,raw,True,True
colombia_plus_global_full,si_f_low,metales,raw,True,True
colombia_plus_global_full,si_f_close,metales,raw,True,True
colombia_plus_global_full,si_f_adj_close,metales,raw,True,True
colombia_plus_global_full,si_f_volume,metales,raw,True,True
colombia_plus_global_full,cl_f_open,energia,raw,True,True
colombia_plus_global_full,cl_f_high,energia,raw,True,True
colombia_plus_global_full,cl_f_low,energia,raw,True,True
colombia_plus_global_full,cl_f_close,energia,raw,True,True
colombia_plus_global_full,cl_f_adj_close,energia,raw,True,True
colombia_plus_global_full,cl_f_volume,energia,raw,True,True
colombia_plus_global_full,hg_f_open,metales,raw,True,True
colombia_plus_global_full,hg_f_high,metales,raw,True,True
colombia_plus_global_full,hg_f_low,metales,raw,True,True
colombia_plus_global_full,hg_f_close,metales,raw,True,True
colombia_plus_global_full,hg_f_adj_close,metales,raw,True,True
colombia_plus_global_full,hg_f_volume,metales,raw,True,True
colombia_plus_global_full,pl_f_open,metales,raw,True,True
colombia_plus_global_full,pl_f_high,metales,raw,True,True
colombia_plus_global_full,pl_f_low,metales,raw,True,True
colombia_plus_global_full,pl_f_close,metales,raw,True,True
colombia_plus_global_full,pl_f_adj_close,metales,raw,True,True
colombia_plus_global_full,pl_f_volume,metales,raw,True,True
colombia_plus_global_full,pa_f_open,metales,raw,True,True
colombia_plus_global_full,pa_f_high,metales,raw,True,True
colombia_plus_global_full,pa_f_low,metales,raw,True,True
colombia_plus_global_full,pa_f_close,metales,raw,True,True
colombia_plus_global_full,pa_f_adj_close,metales,raw,True,True
colombia_plus_global_full,pa_f_volume,metales,raw,True,True
colombia_plus_global_full,dx_y_nyb_open,dolar,raw,True,True
colombia_plus_global_full,dx_y_nyb_high,dolar,raw,True,True
colombia_plus_global_full,dx_y_nyb_low,dolar,raw,True,True
colombia_plus_global_full,dx_y_nyb_close,dolar,raw,True,True
colombia_plus_global_full,dx_y_nyb_adj_close,dolar,raw,True,True
colombia_plus_global_full,dx_y_nyb_volume,dolar,raw,True,True
colombia_plus_global_full,vix_open,riesgo,raw,True,True
colombia_plus_global_full,vix_high,riesgo,raw,True,True
colombia_plus_global_full,vix_low,riesgo,raw,True,True
colombia_plus_global_full,vix_close,riesgo,raw,True,True
colombia_plus_global_full,vix_adj_close,riesgo,raw,True,True
colombia_plus_global_full,spy_open,renta_variable,raw,True,True
colombia_plus_global_full,spy_high,renta_variable,raw,True,True
colombia_plus_global_full,spy_low,renta_variable,raw,True,True
colombia_plus_global_full,spy_close,renta_variable,raw,True,True
colombia_plus_global_full,spy_adj_close,renta_variable,raw,True,True
colombia_plus_global_full,spy_volume,renta_variable,raw,True,True
colombia_plus_global_full,qqq_open,renta_variable,raw,True,True
colombia_plus_global_full,qqq_high,renta_variable,raw,True,True
colombia_plus_global_full,qqq_low,renta_variable,raw,True,True
colombia_plus_global_full,qqq_close,renta_variable,raw,True,True
colombia_plus_global_full,qqq_adj_close,renta_variable,raw,True,True
colombia_plus_global_full,qqq_volume,renta_variable,raw,True,True
colombia_plus_global_full,tnx_open,tasas,raw,True,True
colombia_plus_global_full,tnx_high,tasas,raw,True,True
colombia_plus_global_full,tnx_low,tasas,raw,True,True
colombia_plus_global_full,tnx_close,tasas,raw,True,True
colombia_plus_global_full,tnx_adj_close,tasas,raw,True,True
colombia_plus_global_full,tnx_volume,tasas,raw,True,False
colombia_plus_global_full,irx_open,tasas,raw,True,True
colombia_plus_global_full,irx_high,tasas,raw,True,True
colombia_plus_global_full,irx_low,tasas,raw,True,True
colombia_plus_global_full,irx_close,tasas,raw,True,True
colombia_plus_global_full,irx_adj_close,tasas,raw,True,True
colombia_plus_global_full,irx_volume,tasas,raw,True,False
colombia_plus_global_full,gld_open_log,oro_internacional,raw,True,True
colombia_plus_global_full,gld_open_logret_1,oro_internacional,log_return,True,False
colombia_plus_global_full,gld_open_logret_5,oro_internacional,log_return,True,True
colombia_plus_global_full,gld_open_logret_21,oro_internacional,log_return,True,True
colombia_plus_global_full,gld_open_diff_1,oro_internacional,difference,True,False
colombia_plus_global_full,gld_open_pct_21,oro_internacional,pct_change,True,True
colombia_plus_global_full,gld_open_lag1,oro_internacional,lag,True,True
colombia_plus_global_full,gld_open_lag5,oro_internacional,lag,True,True
colombia_plus_global_full,gld_open_lag21,oro_internacional,lag,True,True
colombia_plus_global_full,gld_open_lag63,oro_internacional,lag,True,True
colombia_plus_global_full,gld_open_roll_mean21,oro_internacional,rolling_mean,True,True
colombia_plus_global_full,gld_open_roll_std21,oro_internacional,rolling_std,True,True
colombia_plus_global_full,gld_open_dist_max21,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,gld_open_dist_min21,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,gld_open_roll_mean63,oro_internacional,rolling_mean,True,True
colombia_plus_global_full,gld_open_roll_std63,oro_internacional,rolling_std,True,True
colombia_plus_global_full,gld_open_dist_max63,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,gld_open_dist_min63,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,gld_open_roll_mean126,oro_internacional,rolling_mean,True,True
colombia_plus_global_full,gld_open_roll_std126,oro_internacional,rolling_std,True,True
colombia_plus_global_full,gld_open_dist_max126,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,gld_open_dist_min126,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,gld_high_log,oro_internacional,raw,True,True
colombia_plus_global_full,gld_high_logret_1,oro_internacional,log_return,True,True
colombia_plus_global_full,gld_high_logret_5,oro_internacional,log_return,True,True
colombia_plus_global_full,gld_high_logret_21,oro_internacional,log_return,True,True
colombia_plus_global_full,gld_high_diff_1,oro_internacional,difference,True,False
colombia_plus_global_full,gld_high_pct_21,oro_internacional,pct_change,True,True
colombia_plus_global_full,gld_high_lag1,oro_internacional,lag,True,True
colombia_plus_global_full,gld_high_lag5,oro_internacional,lag,True,True
colombia_plus_global_full,gld_high_lag21,oro_internacional,lag,True,True
colombia_plus_global_full,gld_high_lag63,oro_internacional,lag,True,True
colombia_plus_global_full,gld_high_roll_mean21,oro_internacional,rolling_mean,True,True
colombia_plus_global_full,gld_high_roll_std21,oro_internacional,rolling_std,True,True
colombia_plus_global_full,gld_high_dist_max21,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,gld_high_dist_min21,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,gld_high_roll_mean63,oro_internacional,rolling_mean,True,True
colombia_plus_global_full,gld_high_roll_std63,oro_internacional,rolling_std,True,True
colombia_plus_global_full,gld_high_dist_max63,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,gld_high_dist_min63,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,gld_high_roll_mean126,oro_internacional,rolling_mean,True,True
colombia_plus_global_full,gld_high_roll_std126,oro_internacional,rolling_std,True,True
colombia_plus_global_full,gld_high_dist_max126,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,gld_high_dist_min126,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,gld_low_log,oro_internacional,raw,True,True
colombia_plus_global_full,gld_low_logret_1,oro_internacional,log_return,True,True
colombia_plus_global_full,gld_low_logret_5,oro_internacional,log_return,True,True
colombia_plus_global_full,gld_low_logret_21,oro_internacional,log_return,True,True
colombia_plus_global_full,gld_low_diff_1,oro_internacional,difference,True,True
colombia_plus_global_full,gld_low_pct_21,oro_internacional,pct_change,True,True
colombia_plus_global_full,gld_low_lag1,oro_internacional,lag,True,True
colombia_plus_global_full,gld_low_lag5,oro_internacional,lag,True,True
colombia_plus_global_full,gld_low_lag21,oro_internacional,lag,True,True
colombia_plus_global_full,gld_low_lag63,oro_internacional,lag,True,True
colombia_plus_global_full,gld_low_roll_mean21,oro_internacional,rolling_mean,True,True
colombia_plus_global_full,gld_low_roll_std21,oro_internacional,rolling_std,True,True
colombia_plus_global_full,gld_low_dist_max21,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,gld_low_dist_min21,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,gld_low_roll_mean63,oro_internacional,rolling_mean,True,True
colombia_plus_global_full,gld_low_roll_std63,oro_internacional,rolling_std,True,True
colombia_plus_global_full,gld_low_dist_max63,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,gld_low_dist_min63,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,gld_low_roll_mean126,oro_internacional,rolling_mean,True,True
colombia_plus_global_full,gld_low_roll_std126,oro_internacional,rolling_std,True,True
colombia_plus_global_full,gld_low_dist_max126,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,gld_low_dist_min126,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,gld_close_log,oro_internacional,raw,True,True
colombia_plus_global_full,gld_close_logret_1,oro_internacional,log_return,True,False
colombia_plus_global_full,gld_close_logret_5,oro_internacional,log_return,True,True
colombia_plus_global_full,gld_close_logret_21,oro_internacional,log_return,True,True
colombia_plus_global_full,gld_close_diff_1,oro_internacional,difference,True,True
colombia_plus_global_full,gld_close_pct_21,oro_internacional,pct_change,True,True
colombia_plus_global_full,gld_close_lag1,oro_internacional,lag,True,True
colombia_plus_global_full,gld_close_lag5,oro_internacional,lag,True,True
colombia_plus_global_full,gld_close_lag21,oro_internacional,lag,True,True
colombia_plus_global_full,gld_close_lag63,oro_internacional,lag,True,True
colombia_plus_global_full,gld_close_roll_mean21,oro_internacional,rolling_mean,True,True
colombia_plus_global_full,gld_close_roll_std21,oro_internacional,rolling_std,True,True
colombia_plus_global_full,gld_close_dist_max21,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,gld_close_dist_min21,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,gld_close_roll_mean63,oro_internacional,rolling_mean,True,True
colombia_plus_global_full,gld_close_roll_std63,oro_internacional,rolling_std,True,True
colombia_plus_global_full,gld_close_dist_max63,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,gld_close_dist_min63,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,gld_close_roll_mean126,oro_internacional,rolling_mean,True,True
colombia_plus_global_full,gld_close_roll_std126,oro_internacional,rolling_std,True,True
colombia_plus_global_full,gld_close_dist_max126,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,gld_close_dist_min126,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,gld_adj_close_log,oro_internacional,raw,True,True
colombia_plus_global_full,gld_adj_close_logret_1,oro_internacional,log_return,True,True
colombia_plus_global_full,gld_adj_close_logret_5,oro_internacional,log_return,True,True
colombia_plus_global_full,gld_adj_close_logret_21,oro_internacional,log_return,True,True
colombia_plus_global_full,gld_adj_close_diff_1,oro_internacional,difference,True,True
colombia_plus_global_full,gld_adj_close_pct_21,oro_internacional,pct_change,True,True
colombia_plus_global_full,gld_adj_close_lag1,oro_internacional,lag,True,True
colombia_plus_global_full,gld_adj_close_lag5,oro_internacional,lag,True,True
colombia_plus_global_full,gld_adj_close_lag21,oro_internacional,lag,True,True
colombia_plus_global_full,gld_adj_close_lag63,oro_internacional,lag,True,True
colombia_plus_global_full,gld_adj_close_roll_mean21,oro_internacional,rolling_mean,True,True
colombia_plus_global_full,gld_adj_close_roll_std21,oro_internacional,rolling_std,True,True
colombia_plus_global_full,gld_adj_close_dist_max21,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,gld_adj_close_dist_min21,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,gld_adj_close_roll_mean63,oro_internacional,rolling_mean,True,True
colombia_plus_global_full,gld_adj_close_roll_std63,oro_internacional,rolling_std,True,True
colombia_plus_global_full,gld_adj_close_dist_max63,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,gld_adj_close_dist_min63,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,gld_adj_close_roll_mean126,oro_internacional,rolling_mean,True,True
colombia_plus_global_full,gld_adj_close_roll_std126,oro_internacional,rolling_std,True,True
colombia_plus_global_full,gld_adj_close_dist_max126,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,gld_adj_close_dist_min126,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,gld_volume_log,oro_internacional,raw,True,True
colombia_plus_global_full,gld_volume_logret_1,oro_internacional,log_return,True,False
colombia_plus_global_full,gld_volume_logret_5,oro_internacional,log_return,True,True
colombia_plus_global_full,gld_volume_logret_21,oro_internacional,log_return,True,True
colombia_plus_global_full,gld_volume_diff_1,oro_internacional,difference,True,False
colombia_plus_global_full,gld_volume_pct_21,oro_internacional,pct_change,True,True
colombia_plus_global_full,gld_volume_lag1,oro_internacional,lag,True,True
colombia_plus_global_full,gld_volume_lag5,oro_internacional,lag,True,True
colombia_plus_global_full,gld_volume_lag21,oro_internacional,lag,True,True
colombia_plus_global_full,gld_volume_lag63,oro_internacional,lag,True,True
colombia_plus_global_full,gld_volume_roll_mean21,oro_internacional,rolling_mean,True,True
colombia_plus_global_full,gld_volume_roll_std21,oro_internacional,rolling_std,True,True
colombia_plus_global_full,gld_volume_dist_max21,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,gld_volume_dist_min21,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,gld_volume_roll_mean63,oro_internacional,rolling_mean,True,True
colombia_plus_global_full,gld_volume_roll_std63,oro_internacional,rolling_std,True,True
colombia_plus_global_full,gld_volume_dist_max63,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,gld_volume_dist_min63,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,gld_volume_roll_mean126,oro_internacional,rolling_mean,True,True
colombia_plus_global_full,gld_volume_roll_std126,oro_internacional,rolling_std,True,True
colombia_plus_global_full,gld_volume_dist_max126,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,gld_volume_dist_min126,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,iau_open_log,oro_internacional,raw,True,True
colombia_plus_global_full,iau_open_logret_1,oro_internacional,log_return,True,False
colombia_plus_global_full,iau_open_logret_5,oro_internacional,log_return,True,True
colombia_plus_global_full,iau_open_logret_21,oro_internacional,log_return,True,True
colombia_plus_global_full,iau_open_diff_1,oro_internacional,difference,True,False
colombia_plus_global_full,iau_open_pct_21,oro_internacional,pct_change,True,True
colombia_plus_global_full,iau_open_lag1,oro_internacional,lag,True,True
colombia_plus_global_full,iau_open_lag5,oro_internacional,lag,True,True
colombia_plus_global_full,iau_open_lag21,oro_internacional,lag,True,True
colombia_plus_global_full,iau_open_lag63,oro_internacional,lag,True,True
colombia_plus_global_full,iau_open_roll_mean21,oro_internacional,rolling_mean,True,True
colombia_plus_global_full,iau_open_roll_std21,oro_internacional,rolling_std,True,True
colombia_plus_global_full,iau_open_dist_max21,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,iau_open_dist_min21,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,iau_open_roll_mean63,oro_internacional,rolling_mean,True,True
colombia_plus_global_full,iau_open_roll_std63,oro_internacional,rolling_std,True,True
colombia_plus_global_full,iau_open_dist_max63,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,iau_open_dist_min63,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,iau_open_roll_mean126,oro_internacional,rolling_mean,True,True
colombia_plus_global_full,iau_open_roll_std126,oro_internacional,rolling_std,True,True
colombia_plus_global_full,iau_open_dist_max126,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,iau_open_dist_min126,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,iau_high_log,oro_internacional,raw,True,True
colombia_plus_global_full,iau_high_logret_1,oro_internacional,log_return,True,True
colombia_plus_global_full,iau_high_logret_5,oro_internacional,log_return,True,True
colombia_plus_global_full,iau_high_logret_21,oro_internacional,log_return,True,True
colombia_plus_global_full,iau_high_diff_1,oro_internacional,difference,True,True
colombia_plus_global_full,iau_high_pct_21,oro_internacional,pct_change,True,True
colombia_plus_global_full,iau_high_lag1,oro_internacional,lag,True,True
colombia_plus_global_full,iau_high_lag5,oro_internacional,lag,True,True
colombia_plus_global_full,iau_high_lag21,oro_internacional,lag,True,True
colombia_plus_global_full,iau_high_lag63,oro_internacional,lag,True,True
colombia_plus_global_full,iau_high_roll_mean21,oro_internacional,rolling_mean,True,True
colombia_plus_global_full,iau_high_roll_std21,oro_internacional,rolling_std,True,True
colombia_plus_global_full,iau_high_dist_max21,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,iau_high_dist_min21,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,iau_high_roll_mean63,oro_internacional,rolling_mean,True,True
colombia_plus_global_full,iau_high_roll_std63,oro_internacional,rolling_std,True,True
colombia_plus_global_full,iau_high_dist_max63,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,iau_high_dist_min63,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,iau_high_roll_mean126,oro_internacional,rolling_mean,True,True
colombia_plus_global_full,iau_high_roll_std126,oro_internacional,rolling_std,True,True
colombia_plus_global_full,iau_high_dist_max126,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,iau_high_dist_min126,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,iau_low_log,oro_internacional,raw,True,True
colombia_plus_global_full,iau_low_logret_1,oro_internacional,log_return,True,True
colombia_plus_global_full,iau_low_logret_5,oro_internacional,log_return,True,True
colombia_plus_global_full,iau_low_logret_21,oro_internacional,log_return,True,True
colombia_plus_global_full,iau_low_diff_1,oro_internacional,difference,True,False
colombia_plus_global_full,iau_low_pct_21,oro_internacional,pct_change,True,True
colombia_plus_global_full,iau_low_lag1,oro_internacional,lag,True,True
colombia_plus_global_full,iau_low_lag5,oro_internacional,lag,True,True
colombia_plus_global_full,iau_low_lag21,oro_internacional,lag,True,True
colombia_plus_global_full,iau_low_lag63,oro_internacional,lag,True,True
colombia_plus_global_full,iau_low_roll_mean21,oro_internacional,rolling_mean,True,True
colombia_plus_global_full,iau_low_roll_std21,oro_internacional,rolling_std,True,True
colombia_plus_global_full,iau_low_dist_max21,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,iau_low_dist_min21,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,iau_low_roll_mean63,oro_internacional,rolling_mean,True,True
colombia_plus_global_full,iau_low_roll_std63,oro_internacional,rolling_std,True,True
colombia_plus_global_full,iau_low_dist_max63,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,iau_low_dist_min63,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,iau_low_roll_mean126,oro_internacional,rolling_mean,True,True
colombia_plus_global_full,iau_low_roll_std126,oro_internacional,rolling_std,True,True
colombia_plus_global_full,iau_low_dist_max126,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,iau_low_dist_min126,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,iau_close_log,oro_internacional,raw,True,True
colombia_plus_global_full,iau_close_logret_1,oro_internacional,log_return,True,False
colombia_plus_global_full,iau_close_logret_5,oro_internacional,log_return,True,True
colombia_plus_global_full,iau_close_logret_21,oro_internacional,log_return,True,True
colombia_plus_global_full,iau_close_diff_1,oro_internacional,difference,True,True
colombia_plus_global_full,iau_close_pct_21,oro_internacional,pct_change,True,True
colombia_plus_global_full,iau_close_lag1,oro_internacional,lag,True,True
colombia_plus_global_full,iau_close_lag5,oro_internacional,lag,True,True
colombia_plus_global_full,iau_close_lag21,oro_internacional,lag,True,True
colombia_plus_global_full,iau_close_lag63,oro_internacional,lag,True,True
colombia_plus_global_full,iau_close_roll_mean21,oro_internacional,rolling_mean,True,True
colombia_plus_global_full,iau_close_roll_std21,oro_internacional,rolling_std,True,True
colombia_plus_global_full,iau_close_dist_max21,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,iau_close_dist_min21,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,iau_close_roll_mean63,oro_internacional,rolling_mean,True,True
colombia_plus_global_full,iau_close_roll_std63,oro_internacional,rolling_std,True,True
colombia_plus_global_full,iau_close_dist_max63,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,iau_close_dist_min63,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,iau_close_roll_mean126,oro_internacional,rolling_mean,True,True
colombia_plus_global_full,iau_close_roll_std126,oro_internacional,rolling_std,True,True
colombia_plus_global_full,iau_close_dist_max126,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,iau_close_dist_min126,oro_internacional,rolling_distance,True,True
colombia_plus_global_full,iau_adj_close_log,oro_internacional,raw,True,True
colombia_plus_global_full,iau_adj_close_logret_1,oro_internacional,log_return,True,True
colombia_plus_global_full,iau_adj_close_logret_5,oro_internacional,log_return,True,True
colombia_plus_global_full,iau_adj_close_logret_21,oro_internacional,log_return,True,True
colombia_plus_global_full,iau_adj_close_diff_1,oro_internacional,difference,True,True
colombia_plus_global_full,iau_adj_close_pct_21,oro_internacional,pct_change,True,True
colombia_plus_global_full,iau_adj_close_lag1,oro_internacional,lag,True,True
colombia_plus_global_full,iau_adj_close_lag5,oro_internacional,lag,True,True
